Gene_ID	Plastochron3_Rep1	Plastochron3_Rep2	Plastochron3_Rep3	Plastochron4_Rep1	Plastochron4_Rep2	Plastochron4_Rep3	Plastochron5_Rep1	Plastochron5_Rep2	Plastochron5_Rep3
LOC_Osp1g01130	47.344674042	51.5386039375	57.9589292577	319.3648470928	139.2965097941	166.947207873	99.5522572635	51.2704382005	158.7398748813
LOC_Osp1g01120	111.5374718745	127.1666100239	121.4328124795	428.0846395936	303.9507225745	389.4155855443	306.7330585282	100.1059201794	482.9784952499
LOC_Osp1g01110	229.0886875055	246.8332802066	240.1600606112	242.608571304	225.1052230017	240.9933401997	148.0265614416	244.5085639409	478.4448528125
LOC_Osp1g01100	1864.1521001649	2702.897394556	2635.8853780037	15427.719195688	11562.2228178131	13151.9713461522	14087.2497096917	5852.9140095095	16046.8066103921
LOC_Osp1g01090	89.8205054436	117.1522394845	125.8789769157	415.1019723486	405.0785057785	564.0751328296	438.4909602371	210.9451273833	516.9392204799
LOC_Osp1g01080	0	0	0.5740926607	0	0	0	0	0	0
LOC_Osp1g01070	0	0	0	0	0	0	0	0	0
LOC_Osp1g01060	1286.8989833002	1821.9145767375	1328.4687390098	16775.2133889052	10721.3116127029	12798.1936752648	37056.0765221259	28647.0456701185	41761.2937705087
LOC_Osp1g01050	0	0	0	0	0	0	174.5937305464	214.9579352364	160.7363412757
LOC_Osp1g01040	511.5900249675	721.8150193971	688.3004559896	4177.5403099232	2758.2062897438	3606.7656952575	7179.1058086546	3305.6965663452	5546.4332019953
LOC_Osp1g01030	0	0	0	0	0	0	0	0	0
LOC_Osp1g01020	0	0	0	0	0	0	0	0	0
LOC_Osp1g01010	1108.4812088683	1279.1732654559	1196.7938691683	21172.2973964731	16251.9472007814	16059.177975921	13037.8796975544	4582.7824054117	11726.4117398195
LOC_Osp1g01000	0	0	0	0.6940649343	0	0.1381314522	0	0	0
LOC_Osp1g00990	0	0	0	0	0	0	0	0	0
LOC_Osp1g00980	129.5606257577	153.2213143277	247.3728630826	1839.5789257016	1092.6829573647	1366.357954907	482.2886466327	571.0848923721	517.4591336035
LOC_Osp1g00970	1246.7852636746	1429.0420055193	1518.6888455072	9897.8627677406	7850.6171856586	9445.2752192273	6444.1471317593	5850.9465648825	7959.391601425
LOC_Osp1g00960	3594.9895040708	3725.4036436551	3730.9915578	28420.5270947502	20748.4424053868	27154.3413035504	28678.2806073143	25087.8409416377	38801.9274747564
LOC_Osp1g00950	442.2873526807	518.6157822549	454.1256167349	4145.5183456378	2908.1861745311	4104.8984076204	7538.7078653764	5230.6560771858	9427.9174136698
LOC_Osp1g00940	228.9802231892	280.7058408766	267.8081188567	3261.7398939581	1878.1334553585	2568.8613116754	5006.6344274262	3547.2442235206	6196.3246064285
LOC_Osp1g00930	56.1905416116	59.6093484487	59.2414766912	584.2930854951	401.3518969999	521.8299303777	1111.9405046669	824.4761766091	1419.3628272823
LOC_Osp1g00920	151.8500427465	154.4424027989	165.0516399567	3982.8368309805	2892.312626412	3212.5155088876	9356.5523151835	11355.6618347137	12807.0199723237
LOC_Osp1g00910	836.5732196265	859.5668046304	700.4602271331	15689.0894380586	10282.6033640369	14870.0963919207	25512.4757085836	23985.1174476823	33237.5052786865
LOC_Osp1g00900	0	0	0	0	0	9.0399361468	0	0	22.0651129633
LOC_Osp1g00890	1405.2154749402	1411.1158487313	1214.1449037332	10043.4848969071	7504.7969173954	15242.038348767	7298.5088158671	4667.3240854231	13120.5275858223
LOC_Osp1g00880	135.0802542956	127.4628504223	176.9732237197	951.5338011625	660.4156813108	806.2963081596	1648.2424283122	1537.8404309174	1633.9413716324
LOC_Osp1g00870	2454.3606770258	3502.8548507377	2898.4411597516	18246.3095880044	14084.5051137413	19595.4659346993	11410.5327955043	10177.0261455959	12776.4490806592
LOC_Osp1g00860	0	0	0	2.5351634969	5.2997792664	6.3847426776	0	0	7.6739177035
LOC_Osp1g00850	474.2300938156	690.7459044481	644.9381379991	6091.7129511973	3970.3212557836	5656.3294865115	1464.3452134539	1264.2292702169	3000.9385491111
LOC_Osp1g00840	1108.4812088683	1279.1732654559	1196.7938691683	21172.2973964731	16251.9472007814	16059.177975921	13037.8796975544	4582.7824054117	11726.4117398195
LOC_Osp1g00830	8.8940739323	2.9696293591	7.9395793504	60.7635585128	35.0804123948	46.665408921	18.4742986159	27.9922567227	61.1209868041
LOC_Osp1g00820	0	0	0	0	0	0	174.5937305464	214.9579352364	160.7363412757
LOC_Osp1g00810	1286.8989833002	1821.9145767375	1328.4687390098	16775.2133889052	10721.3116127029	12798.1936752648	37056.0765221259	28647.0456701185	41761.2937705087
LOC_Osp1g00800	53.8103524495	54.6455154324	47.0633834415	44.3617082229	25.4737565469	50.8477223336	11.8573819662	15.817475615	25.2885743293
LOC_Osp1g00790	122.3236455458	149.5652742895	150.8886518694	309.7721391059	235.9755731758	250.1714077987	222.2222634234	282.4549216971	305.7089166454
LOC_Osp1g00780	89.8205054436	117.1522394845	125.8789769157	415.1019723486	405.0785057785	564.0751328296	438.4909602371	210.9451273833	516.9392204799
LOC_Osp1g00770	1864.1521001649	2702.897394556	2635.8853780037	15427.719195688	11562.2228178131	13151.9713461522	14087.2497096917	5852.9140095095	16046.8066103921
LOC_Osp1g00760	229.0886875055	246.8332802066	240.1600606112	242.608571304	225.1052230017	240.9933401997	148.0265614416	244.5085639409	478.4448528125
LOC_Osp1g00750	111.5374718745	127.1666100239	121.4328124795	428.0846395936	303.9507225745	389.4155855443	306.7330585282	100.1059201794	482.9784952499
LOC_Osp1g00740	722.5832490457	1136.7683383558	845.797280826	5251.470635766	5086.4083478649	5569.2606278341	4896.3690670157	1860.0533177996	6046.2984754979
LOC_Osp1g00730	0	0	0	0	0	0	0	0	0
LOC_Osp1g00720	158.906249098	225.6990566657	201.5309533873	1634.0261159435	1278.9682643529	1033.7911358956	655.8044333639	407.6895900827	1057.6904620183
LOC_Osp1g00710	413.1466063822	432.7927712399	515.9627251368	3241.3855265159	2149.2281254493	2673.7184318031	2067.8776636604	954.1132458432	2772.1143851757
LOC_Osp1g00700	497.2847868135	575.4361357338	567.5089172269	3226.6859618017	2377.2024503653	2742.4311552825	1997.4133056539	1004.2733440066	2407.9880299686
LOC_Osp1g00690	502.8526217142	575.5517417429	601.7101821208	3427.3218694462	2455.3516285747	2691.9441095185	2136.8329003256	1055.7190990551	2411.3154739593
LOC_Osp1g00680	47.603783242	15.173288696	54.3555817064	149.771906879	96.0665584787	182.6404756322	117.7446321124	33.1154046128	112.3012346861
LOC_Osp1g00670	638.4450686143	704.9509928178	671.1937161739	2916.5339134686	2970.5262788218	3111.5183954508	2793.2343487256	1321.3630829988	3410.6300904658
LOC_Osp1g00660	3082.700486843	4542.2179010405	3772.2285114721	22054.6219647641	21169.9940693474	20875.8677565157	17068.079449749	8977.9952631667	23062.8470439291
LOC_Osp1g00650	900.0248446313	476.4629411822	601.3254178907	8265.0713567855	7258.7762638096	8147.6069658911	72371.3732853498	94577.3228589691	101249.379029263
LOC_Osp1g00640	434.9117791758	624.814352376	491.9485512863	8798.7342318089	5962.2516747091	7370.4640681066	50468.9148298297	32778.4066717088	46005.5525632691
LOC_Osp1g00630	14.7873017817	5.7803004556	18.0717040752	132.0769040273	72.0950507992	109.2619786576	173.1675279602	312.8821346413	231.7564739521
LOC_Osp1g00620	1183.5505673023	2041.8911359521	1435.7568855082	35172.8218266441	22439.5555478734	28595.8274204927	151439.165722698	89410.6379516353	136928.229963925
LOC_Osp1g00610	0	0	0	1.4611893354	2.5789680129	19.1849239109	54.7263783058	13.6357548406	33.274439907
LOC_Osp1g00600	1782.0144837887	3539.8849005316	3081.075914285	79246.1862520414	55391.3973510083	65326.9681076343	301921.780687614	91971.9586612347	195559.082464576
LOC_Osp1g00590	0	0	0	0	0	0	0	0	0
LOC_Osp1g00580	0	0	0	0	0	0	0	0	0
LOC_Osp1g00570	5.0616680916	6.1849214875	53.1035711165	141.6038584941	41.2957253058	36.4206595525	224.7098260736	114.6182592597	366.9754791241
LOC_Osp1g00560	0	98.3518122526	200.7858544021	1987.6339351116	1202.1859391903	330.2416062334	103.9635350299	580.2013684655	722.1801251312
LOC_Osp1g00550	3538.3470278082	3611.9652472133	3479.9787029537	37378.6843889984	19217.1801477567	32678.0645959895	126446.126262991	128382.579788771	143464.827311452
LOC_Osp1g00540	18.0773860413	6.5028380126	9.1610530966	99.3608748075	61.8952323084	163.4555517212	368.1592722387	379.8531705582	399.2932788838
LOC_Osp1g00530	0.6025795347	0	0	0	0.6447420032	3.8369847822	9.950250601	3.8959299544	10.3982624709
LOC_Osp1g00520	340.7165463102	269.7449461377	260.4670616419	4141.0690241115	3170.3511678775	4634.762984132	11417.08337715	9547.6386614556	15035.4508059443
LOC_Osp1g00510	84.9637143939	15.173288696	64.1273716761	547.2154061092	319.1472915903	692.1920547069	2524.0469024653	1100.6002121302	1869.6075922736
LOC_Osp1g00500	46.3986241726	3.6126877848	9.7717899697	3.6529733385	41.2634882056	236.3582625828	829.1875500872	405.1767152621	578.1433933838
LOC_Osp1g00490	71.1043850956	13.7282135821	26.2616855435	215.5254269723	144.4222087196	524.8995182034	986.7331846037	635.0365825743	1031.5076371165
LOC_Osp1g00480	0	0	0	0	0	0	0	0	0
LOC_Osp1g00470	1879.572110458	2464.5756067703	2085.6664216544	25922.9599994223	17596.4663846009	22947.8932566846	73873.9772123648	61126.6345143216	84446.369178935
LOC_Osp1g00460	331.8706787407	385.1197432321	410.0243071279	6625.8141830213	4142.5382922617	4861.8817873593	13339.5381282761	12620.4754944237	16944.1350685836
LOC_Osp1g00450	3.6154772083	1.4450751139	0	0	3.2237100161	17.6501299981	44.7761277047	37.0113345672	74.8674897907
LOC_Osp1g00440	0	5.1805942834	5.4905244892	26.5205864376	14.7452496135	4.05185593	3.4494202084	12.0384235592	26.2868075265
LOC_Osp1g00430	540.2426818429	860.8962737352	785.6030546127	6381.1745585411	4893.566014704	6287.5365050903	3912.0736938092	4133.3868851666	6731.1072453086
LOC_Osp1g00420	5997.5042379302	8929.5454259968	8487.6485129242	1123404.01226146	419902.272073079	572236.506896871	4989285.66799079	4092024.94613965	5604381.13820988
LOC_Osp1g00410	7471.0763352878	9486.9542496845	8771.9037757736	106227.821760645	64183.5183891183	76000.6463309099	282542.987708287	274005.000259649	361834.557361987
LOC_Osp1g00400	0	0	0	0	0	0	0	0	0
LOC_Osp1g00390	367.1215815211	413.2481303243	491.3561365194	3316.4029869956	1848.6494035516	2781.2077234913	4956.0871543729	3380.2646656732	5473.3542133496
LOC_Osp1g00380	154.7785792852	308.1911695432	229.3133737448	2608.7124621255	1387.2978157327	1518.931817786	3342.4550144013	2930.966543677	4228.5574164293
LOC_Osp1g00370	244.7979359753	346.3050256725	322.6461826928	968.7539174802	1473.9962729047	1504.0366428615	6288.392542351	2993.0092282015	5162.0094384449
LOC_Osp1g00360	0	0	10.150446831	14.9406609545	13.5395820675	12.8615729899	14.8922083996	0	9.0256918248
LOC_Osp1g00350	0	0	0	0	0	0	0	0	0
LOC_Osp1g00340	0	0	0	4.9022902203	0	9.4466565337	26.2354940848	17.1420917996	18.7376689726
LOC_Osp1g00330	425.2223002577	900.5563602364	1199.5971514159	55966.1597689799	18465.3078132903	28288.8916598263	127273.091590443	81774.5178426775	110651.716717255
LOC_Osp1g00320	289.5394664274	366.1459069865	366.1367554266	5715.807382771	4303.1693149421	5262.0409302938	16051.8271883622	14200.6646839459	20448.1831490883
LOC_Osp1g00310	1398.6714611932	1573.3688825209	1702.7160801113	15890.2075381837	10389.8368540112	17968.8759978947	59923.4936971845	71967.0985718596	99472.5863278051
LOC_Osp1g00300	0	0	0	0	0	0	1.1276950681	0	0
LOC_Osp1g00290	306.0320682924	211.6673773097	212.2860297227	1857.734203194	1528.9347389985	727.1546600422	6965.9216895272	4617.3587837574	6012.649698142
LOC_Osp1g00280	3889.6508965432	5500.6784210912	4222.0240037766	50224.3212981986	32429.2332775907	40464.0741160071	135809.312078575	112403.53995852	155849.157914333
LOC_Osp1g00270	1027.4041324733	1438.0881757324	1261.5808366673	6761.6682614806	4841.3677021239	5596.8332004789	5836.9330888305	3212.837075881	6882.2355920611
LOC_Osp1g00260	8227.6089153189	14270.8392873994	9934.24597793	40188.5514809825	37857.1679119774	38929.272529162	22361.5298507504	11376.1154669745	25288.5743293072
LOC_Osp1g00250	6791.8185547876	12423.8887843135	9603.5930348308	26733.5620891849	26436.5046483897	25768.2305509847	11183.2690717765	5806.1044111069	12423.3656801962
LOC_Osp1g00240	5897.795402322	9789.5529785369	8279.576567626	19378.1760709959	17687.387901894	19737.0276512534	8049.105969957	5969.1880389999	10871.2170411601
LOC_Osp1g00230	0.6025795347	0	1.2214737462	4.3835680062	5.8026780289	16.8827330416	41.4593775044	46.7511594533	56.150617343
LOC_Osp1g00220	1128.631468509	1587.4150126281	1525.0099721438	15102.8529707473	10459.0047761159	19316.1487904951	21276.9525352364	24861.87700428	34283.0713666637
LOC_Osp1g00210	4.8206362777	3.9739565632	4.1224738935	5.2968113408	4.6743795233	6.1391756515	3.3167502003	9.2528336418	8.3186099767
LOC_Osp1g00200	0	0	0	0	0	0	0	0	0
LOC_Osp1g00190	30.5809113865	19.1472452593	15.5737902642	337.7173851455	247.7421147345	571.1351848288	1667.0649856992	1512.1078135683	2003.7243816237
LOC_Osp1g00180	8576.9122199987	10667.9996895305	10694.0209701791	219025.808308472	131636.96834851	170822.478089382	568472.427122382	603377.866171459	691218.820303913
LOC_Osp1g00170	6708.8313012676	8605.2705704358	7319.6814241664	145389.946181079	97039.1646853737	120188.245589096	656417.61755722	637729.527277371	621332.326998551
LOC_Osp1g00160	41.7768391413	28.6630648844	26.2616855435	437.1367075265	216.6333130795	656.8917947107	4918.1932833339	5579.6145232053	4346.4737128497
LOC_Osp1g00150	9.0386930206	0.722537557	0.6107368731	2.1917840031	10.9606140546	58.3221686893	180.762885919	153.8892332005	151.8146320756
LOC_Osp1g00140	0	0	0	0	0	0	0	0	1.9756698695
LOC_Osp1g00130	0	0	0	0	0	0	0	0	0
LOC_Osp1g00120	32567.6944477288	42795.9067237639	42058.2481895436	507453.061639533	332206.476391142	383256.235026859	223613.225538629	127772.769352651	336005.959669515
LOC_Osp1g00110	0	3.0491084903	0	4.7488653401	7.7691411387	21.9091831063	0	88.9635605097	246.9379371597
LOC_Osm1g00640	6602.4639618008	7795.4577019772	8078.2166205632	4793.4316147965	4444.8513701481	5334.9436411554	3565.5064653748	2869.3524114475	3327.4439906983
LOC_Osm1g00630	241.0498912694	244.2176942505	261.395381689	108.12801082	118.6325285911	127.4032427078	34.8258771037	33.1154046128	27.0354824244
LOC_Osm1g00620	2550.1165908863	3065.726854156	2714.7254009528	1658.4498956848	1500.9593834791	1745.0606789395	1557.2142190637	1026.5775429958	1293.543851384
LOC_Osm1g00610	11.268237299	15.7585441172	9.8939373443	4.1278598725	0	0	3.7313439754	0	0
LOC_Osm1g00600	40.3728288255	28.9015022782	39.0871598787	10.9589200155	12.250098061	13.8131452159	6.6335004007	13.6357548406	0
LOC_Osm1g00590	16372.0859580294	18308.3791556587	18750.2327412043	14272.1668335695	13380.9755346757	12510.8725808049	8610.283520105	9642.4266372472	9460.3391960542
LOC_Osm1g00580	83740.1224165121	103025.690947254	99380.862913881	81840.5059992132	79198.3668712353	73034.2657218301	76058.3888943144	55250.7150384311	77476.5594203437
LOC_Osm1g00570	5997.7332181534	8601.0075988497	8910.7364817679	5547.3395583455	5392.1127686882	4937.8157161988	1516.3518565954	1259.0671630272	823.2096432988
LOC_Osm1g00560	2560.3604429763	2570.0660900856	3072.0064717194	2025.9390135392	2146.9908706982	2199.3596771506	830.8459251873	557.1179834854	549.0282584652
LOC_Osm1g00550	11.1657987781	0	9.1183015155	10.337914548	0	0	0	0	0
LOC_Osm1g00540	57.9319964669	30.4910849035	33.0286500975	7.2767228903	10.3803462517	32.3688036225	11.0779456692	3.7790520558	2.0796524942
LOC_Osm1g00530	252.6977536753	345.4307552286	732.9208919387	921.345629493	181.1725029028	206.3146717383	265.4726860359	68.2177335023	0
LOC_Osm1g00520	7590.6943987227	8226.8126234788	8390.3031627199	4800.0069668058	4922.6051945287	4719.4912820923	2603.6489072737	1996.6641016522	2339.6090559598
LOC_Osm1g00510	9147.1573368747	9654.54683602	9833.4743938677	8011.7011260263	8081.1962682676	8281.7479538764	8056.3862366468	5773.768192485	7553.2978588852
LOC_Osm1g00500	4159.6065280926	4604.0093129112	4931.0895134518	4842.3814575326	4128.2830465707	4016.5556699953	4142.6210002354	4020.5997129855	4980.7677235766
LOC_Osm1g00490	1532.6007885776	2255.4587870366	1642.5523907417	776.6878852879	1078.2600787528	1006.1648454638	752.5042854551	516.9509456551	495.6019858896
LOC_Osm1g00480	34013.8069956896	38162.988683199	38000.0482446087	30860.3187637562	27564.6548633511	27451.3239256918	22242.1268435378	21713.9656010898	23809.9414059407
LOC_Osm1g00470	37.9625106866	41.1846407464	54.3555817064	14.6118933541	19.3422600964	23.7893056496	0	5.8438949317	0
LOC_Osm1g00460	2271.1222663163	1885.1004860931	2172.3910576354	1317.9927805354	999.9948469828	1476.4717441863	1515.7548415593	1482.4013476657	1588.8545055585
LOC_Osm1g00450	2673.6453955015	3253.5866189641	3179.4961613859	1857.1716452999	2050.9243122195	2015.1844076056	1121.0615677178	648.6723374148	840.1796076513
LOC_Osm1g00440	14172.0680768088	16615.4736597153	17079.8673932615	8321.4732651322	9600.8531698398	9738.2673771953	6053.0691156362	3469.3256244318	4003.3310513089
LOC_Osm1g00430	22011.5193590498	31388.7800149718	34318.9966409226	26986.2455609565	24047.5227616257	26209.2996256669	11093.169552584	19975.8159315647	20752.2699367882
LOC_Osm1g00420	47.0012037073	43.3522534172	50.6911604677	17.5342720249	15.4738080771	20.7197178238	4.9751253005	3.8959299544	2.0796524942
LOC_Osm1g00410	2673.6453955015	3346.0714262542	3401.8043831963	1234.7049884173	1675.6844663497	1507.9350194002	376.4511477396	225.9639373577	97.7436672268
LOC_Osm1g00400	11666.5423714909	15812.7344339394	14232.6120908448	5930.9675124094	6839.42317008	5846.0300141429	1515.7548415593	1215.5301457863	426.3287613082
LOC_Osm1g00390	1669.7478906772	2356.1949732272	1777.2443007363	656.8046062646	980.6525868865	842.6018581687	993.3666850044	623.3487927109	707.0818480234
LOC_Osm1g00380	10.24385209	18.7859764808	10.3825268428	5.8447573416	5.8026780289	5.3717786951	1.6583751002	7.7918599089	0
LOC_Osm1g00370	17031.8804195585	21411.4323000069	22284.5425963895	19044.5573219362	16635.7492204538	17174.7429314946	14666.8518072026	10207.3170009917	14184.9353253968
LOC_Osm1g00360	9.0386930206	6.8641067911	11.604000589	8.4018386786	4.5131940225	6.9065726079	0.8291875501	1.9479649772	1.0398262471
LOC_Osm1g00350	33.141874409	38.2944905186	38.4764230056	13.8812986863	18.6975180932	8.825064999	2.4875626503	0.9739824886	2.0796524942
LOC_Osm1g00340	0	0	3.5300591265	0	3.1205512955	0	0	0	0.0831860998
LOC_Osm1g00330	25195.6580847657	28125.4969419933	27324.3677027289	20973.9117204051	20558.8882564423	19811.1198273974	20077.9473378104	19760.1567289365	22208.6089854171
LOC_Osm1g00320	19203.2637212898	24549.1311202112	20924.0162789104	17010.7059681458	16302.2951038123	16268.1555150982	14026.3375922623	13540.1681991193	15388.0350898086
LOC_Osm1g00310	0	0	0	0	0	0	0	0	0
LOC_Osm1g00300	4.7242235521	0.3973956563	0.1343621121	0	0.8188223441	1.0820297086	0	0	0
LOC_Osm1g00290	352.5090278045	473.6233685834	476.6801294586	233.0596989971	266.92318933	224.0799112798	201.4925746712	99.3462138383	112.3012346861
LOC_Osm1g00280	675.4916584082	1040.4540820138	848.6188851797	417.9001499259	497.7408264802	458.1359829933	838.3086131381	311.6743963555	440.8863287675
LOC_Osm1g00270	1911.1412522814	2343.4855376003	2274.2741828068	1029.9193030603	1290.5736204108	1275.705352443	1089.8675320836	536.5085140264	520.8697636939
LOC_Osm1g00260	5605.7371534395	8284.0664994919	7318.9668620249	3396.9583550565	4540.6793740856	4136.737707343	3261.4765582598	1698.8981752341	1898.5355584678
LOC_Osm1g00250	0	0	0	0	0	0	0	0	0
LOC_Osm1g00240	0	0	0	0	0	0	0	0	0
LOC_Osm1g00230	33581.7574693036	36186.8484649297	36438.3940600786	27111.6375237743	25170.7278054225	25665.5912080612	31731.3491667352	26763.0908220484	31032.5745182502
LOC_Osm1g00220	8274.2726744867	9359.7659635339	10175.3282512196	6456.7253531282	5183.5387306489	4796.3153914013	3387.7452383871	3583.4374127974	3680.3194259119
LOC_Osm1g00210	10.4366775412	40.8450480946	14.4683565239	3.1415570711	3.4687119773	10.1219658554	2.6865676623	2.1622411247	6.8628532308
LOC_Osm1g00200	8532.5262114721	10710.1742067299	10349.5470516416	9939.7404540933	9700.7881803378	9500.3743206996	8728.0281522174	5427.0304265395	7297.5006021003
LOC_Osm1g00190	2126.9310094559	2335.1185526908	2211.6186869949	1706.9321578336	2079.3703294012	2108.4001159041	1743.6321640743	1392.4248453678	1852.0137321728
LOC_Osm1g00180	171.1325878572	255.0557576048	234.5229592724	83.2877921181	114.1193345686	96.6920165112	21.5588763023	9.7398248861	8.3186099767
LOC_Osm1g00170	2371.7409970219	2425.4140711834	3507.6572980429	2858.7511812	2486.0284530876	2230.7001688516	2184.5443519576	1331.9210531753	1850.4123997523
LOC_Osm1g00160	147.6259602082	182.606916769	184.8761588577	50.4110320715	79.9480083984	62.1591534715	26.5340016028	23.3755797267	12.4779149651
LOC_Osm1g00150	80.7456576509	117.0510842266	94.6642153313	32.8767600466	53.5135862667	41.4394356476	4.9751253005	15.5837198178	8.3186099767
LOC_Osm1g00140	8426.4722133634	9072.9908071788	11118.4647748811	5612.4282372911	5104.4224394347	5033.1647880362	1868.9887378965	1698.6254601373	1391.2875186107
LOC_Osm1g00130	10.8464316248	15.173288696	17.1006324469	2.1917840031	4.5131940225	3.8369847822	3.3167502003	1.9479649772	0
LOC_Osm1g00120	11718.7739655594	16588.6602909768	14037.1152177638	11177.1048071011	13389.1121787562	12630.555810131	13025.1931280381	10090.7507767548	12334.710094369
LOC_Osm1g00110	16183.4785636657	22169.6198600211	22983.8607455699	20920.5783096628	19938.6464493517	20695.1611212137	22572.1434884725	13536.4086267133	17808.0643077186
LOC_Os12g44390	1280.4815112555	1664.0039936652	1429.7350199394	843.8368411965	963.2445527997	859.4845912103	898.8393042945	718.7990765948	532.3910385117
LOC_Os12g44380	172.9403264613	179.9118516816	160.6237976267	398.1813998447	339.1407411099	370.6527299594	1726.3684792815	1540.8402969823	2040.1390967969
LOC_Os12g44370	30.1289767354	18.0634389239	24.4294749242	65.7535200932	39.329262196	82.8788712953	475.95365375	338.9459060366	511.5945135699
LOC_Os12g44360	349.4961301309	335.9727386081	315.146333891	462.4664246558	515.148860567	541.0148542887	751.243920379	549.3456032262	802.725066231
LOC_Os12g44350	0.6025795347	0.722537557	1.2214737462	0	0	0	4.8258715415	1.9479649772	0
LOC_Os12g44340	736.3521914138	725.4277071819	845.2598323777	1030.8690761283	1125.7195376093	1076.6579298822	242.1227646254	590.2333880982	193.4076819593
LOC_Os12g44330	947.2550285617	1201.5799572146	1134.7491102296	789.0422411188	908.4414825267	862.554179036	1092.8691910149	714.9031466404	746.5952454129
LOC_Os12g44320	3.6154772083	1.4450751139	0	1.4611893354	1.9342260096	0.7673969564	23.2172514024	7.7918599089	12.4779149651
LOC_Os12g44310	391.0741180258	406.7886445651	472.0996029104	1431.965548697	1241.7730981876	1469.5651715783	3054.7269345211	4219.2921406621	3739.2151845472
LOC_Os12g44300	0	0	0	0	0	0	0	0	2.0796524942
LOC_Os12g44290	0	0	0	0	0	0	0	0	0
LOC_Os12g44280	0	0	0	0	0	0	0	0	0
LOC_Os12g44270	0	1.4450751139	0.6107368731	0	0	0	0	0	0
LOC_Os12g44260	0	0	0	0	0	0	0	0	0
LOC_Os12g44250	2.4103181388	1.4450751139	3.0536843655	0.7305946677	1.9342260096	0	3.3167502003	9.7398248861	0
LOC_Os12g44240	281.4046427089	248.5529195922	220.476011191	111.0503894908	159.8960167967	127.3878947687	79.6020048084	77.9185990889	31.1947874128
LOC_Os12g44230	373.5993115193	337.4250390975	365.2206501169	289.3154884102	323.6604856127	245.5670260601	286.8988923301	241.5476571755	301.5496116571
LOC_Os12g44220	0	0.722537557	0	0.7305946677	0	0	0	0	2.0796524942
LOC_Os12g44210	0	0	0	0	0	0	0	0	0
LOC_Os12g44190	0	0	0	0	0	0	0	0	2.0796524942
LOC_Os12g44180	16.2696474371	20.9535891517	21.3757905587	75.9818454411	72.2111043598	62.9265504279	295.190767831	151.9412682233	151.8146320756
LOC_Os12g44170	2273.5325844551	2272.3806166205	2158.9548464271	1782.6509891943	2056.0822482452	1869.3789858824	1220.5640737283	1219.4260757408	1229.0746240642
LOC_Os12g44160	143.4139292606	132.9469104796	149.0197970377	100.822064143	116.6983025815	104.3659860756	28.192376703	35.06336959	2.0796524942
LOC_Os12g44150	1285.3021475332	1632.9348787162	1238.5743786574	2695.8943238225	3145.6962336746	3114.864246181	2731.3437899871	3609.5791027917	1886.2448122271
LOC_Os12g44140	1303.9821131092	1146.6671028861	1220.8630093374	715.2521796808	785.9405019162	724.4227268773	451.0780272474	574.6496682804	324.4257890931
LOC_Os12g44130	721.8902825808	768.0574230422	462.9385498138	141.0047708666	185.6856969252	195.6862238916	127.6948827134	161.6810931094	68.6285323082
LOC_Os12g44110	0	0.722537557	0	9.4977306801	2.5789680129	6.1391756515	497.5125300523	471.4075244876	162.2128945465
LOC_Os12g44100	127.7468613582	104.7679457583	104.436005301	155.6166642206	173.4355988642	128.9226886815	366.5008971385	354.5296258543	293.2310016803
LOC_Os12g44090	1425.7031791203	1779.6100027778	1695.4055597402	645.1150915814	945.1917767098	799.6276286082	127.6948827134	112.9819686789	6.2389574826
LOC_Os12g44080	0	0.722537557	0	2.9223786708	2.5789680129	3.0695878258	0	0	4.1593049884
LOC_Os12g44070	18.2521341063	23.1212018225	9.7717899697	20.4566506957	19.9870020996	16.8827330416	0	5.8438949317	0
LOC_Os12g44060	149.8675560773	135.1145231504	128.2547433521	216.25602164	185.040954922	174.9665060678	356.5506465375	356.4775908316	320.2664841047
LOC_Os12g44050	0	0	0	6.5753520093	0	1.5347939129	132.6700080139	48.6991244305	318.1868316105
LOC_Os12g44030	0	0	0	29.9543813758	5.8026780289	9.2087634773	648.4246641682	274.6630617883	1016.9500696572
LOC_Os12g44020	33.141874409	26.0113520503	32.9797911477	130.7764455188	72.855846363	75.2049017309	228.8557638241	229.8598673122	205.8855969245
LOC_Os12g44010	0	0	0	0	0	0	1.6583751002	0	0
LOC_Os12g44000	101.8359413658	107.6580959862	126.4225327328	214.7948323045	165.6986948256	164.2229486776	349.9171461368	477.2319397696	461.6828537094
LOC_Os12g43990	2.4103181388	1.4450751139	1.2214737462	0.7305946677	4.5131940225	5.3717786951	3.3167502003	0	2.0796524942
LOC_Os12g43970	5.4232158124	5.0577628987	7.3288424773	1.4611893354	3.2237100161	0.7673969564	1.6583751002	7.7918599089	12.4779149651
LOC_Os12g43960	0	0	0	0	0	0	0	0	0
LOC_Os12g43950	250.070506904	364.8742408862	316.9785445104	1468.4952820822	1328.1685266181	1322.2249559423	2864.0137980011	2113.5614799353	3375.2759980647
LOC_Os12g43940	640.5420453951	559.2440690824	729.8305633608	100.822064143	148.2906607389	115.8769404221	19.9005012021	9.7398248861	12.4779149651
LOC_Os12g43930	184.3893376208	182.0794643524	201.5431681247	174.6121255809	177.9487928867	208.7319721511	164.1791349173	204.5363226083	237.0803843373
LOC_Os12g43890	0.6025795347	0.722537557	1.2214737462	5.1141626739	1.2894840064	1.5347939129	9.950250601	5.8438949317	20.7965249419
