Gene_ID	Roots_Control_full_fertilizer	Roots_Control_water	Roots_Ammonium_stress	Roots_Nitrate_stress	Roots_Urea_stress	Shoots_Control_full_fertilizer	Shoots_Control_water	Shoots_Ammonium_stress	Shoots_Nitrate_stress	Shoots_Urea_stress
Sobic.001G046600	0.145	0.372	0.069	0.134	0.101	35.821	49.347	33.565	38.734	42.898
Sobic.001G046700	0.104	0.113	0.042	0.259	0.13	23.6	25.545	22.34	31.426	30.169
Sobic.001G046800	73.873	27.369	38.091	39.031	38.592	64.191	28.056	46.703	40.152	42.064
Sobic.001G046900	0.256	0.121	0.101	0.395	0.241	257.792	130.16	212.373	169.876	194.956
Sobic.001G047000	10.273	12.429	11.979	11.208	10.448	14.774	15.679	11.662	10.351	10.339
Sobic.001G047100	24.113	22.176	25.823	25.236	22.818	20.094	27.402	24.077	24.633	22.694
Sobic.001G047200	25.9	21.96	28.839	32.412	31.934	44.787	43.328	44.174	45.448	48.049
Sobic.001G047400	27.217	25.214	29.192	26.775	25.921	25.063	34.471	27.888	28.433	25.163
Sobic.001G047500	0	0	0.038	0	0	0	0	0	0	0.049
Sobic.001G047600	54.882	37.607	52.394	54.374	50.397	25.084	21.938	23.997	25.338	21.499
Sobic.001G047700	1.823	1.097	1.08	1.468	2.027	4.743	1.696	6.045	5.637	5.541
Sobic.001G047800	168.098	113.251	164.467	167.014	194.551	95.364	74.901	97.513	93.31	104.594
Sobic.001G047900	11.945	10.891	10.712	11.509	11.988	8.352	6.971	6.001	5.817	5.694
Sobic.001G048000	0.638	0.638	0.377	0.543	0.609	8.12	5.254	2.891	0.598	0.769
Sobic.001G048100	49.258	57.96	58.64	53.409	51.996	69.958	101.409	89.878	75.631	68.649
Sobic.001G048200	29.052	26.443	28.013	25.683	24.568	18.629	26.013	16.256	18.054	16.373
Sobic.001G048300	0.041	0.022	0.081	0.054	0.02	0.087	0.046	0.085	0.081	0.068
Sobic.001G048400	0.188	0.308	0.17	0.362	0.145	34.402	35.66	43.19	43.966	50.334
Sobic.001G048500	0	0	0	0	0	0.041	0.111	0	0.02	0
Sobic.001G048600	0	0	0	0	0	0.672	0.271	0.236	0.557	0.509
Sobic.001G048700	25.478	35.466	30.112	26.769	25.004	22.663	28.747	19.927	20.975	18.012
Sobic.001G048766	24.827	117.458	58.051	44.627	47.203	23.082	18.792	12.662	21.467	15.633
Sobic.001G048832	88.208	66.741	70.549	69.186	67.494	47.916	62.707	53.291	51.584	43.594
Sobic.001G048900	0.386	0.551	0.775	0.355	0.656	6.419	8.278	5.474	4.093	4.701
Sobic.001G049000	0.058	0.055	0.052	0.029	0	1.156	0.436	0.869	1.177	0.78
Sobic.001G049200	60.263	70.016	56.325	52.042	47.725	21.903	40.265	27.692	24.989	25.308
Sobic.001G049300	15.517	16.059	11.605	11.851	12.022	16.127	16.947	12.31	11.278	12.954
Sobic.001G049400	60.484	68.745	64.66	65.21	65.083	63.021	79.637	69.342	65.834	60.356
Sobic.001G049500	49.202	57.647	50.567	49.13	46.919	39.837	50.142	44.362	37.514	43.001
Sobic.001G049600	48.852	44.538	61.052	58.416	60.428	41.297	38.979	36.937	38.187	33.216
Sobic.001G049700	3.524	3.239	2.258	1.805	2.969	0	0.04	0.103	0.026	0.057
Sobic.001G049800	5.828	7.769	6.924	7.859	6.73	4.5	3.566	3.865	4.21	4.012
Sobic.001G049900	1.538	2.042	1.206	1.14	1.686	0	0.056	0.037	0.019	0.037
Sobic.001G050000	0	0	0	0	0	0	0	0	0	0
Sobic.001G050100	2.516	3.062	2.768	2.567	1.851	0.152	0.792	0.893	0.616	1.075
Sobic.001G050200	10.336	16.416	9.104	8.47	8.535	11.177	24.215	10.321	9.812	9.544
Sobic.001G050300	0.01	0.027	0.009	0	0.011	4.904	12.517	9.605	9.74	9.424
Sobic.001G050400	5.813	4.51	5.147	4.716	5.769	4.056	4.107	3.642	3.806	3.691
Sobic.001G050500	12.416	14.247	9.562	9.051	9.212	6.957	10.126	7.69	9.597	9.862
Sobic.001G050600	14.205	19.065	13.759	12.831	12.78	11.817	10.929	7.769	7.75	8.201
Sobic.001G050650	0	0	0	0	0	0	0.053	0	0	0
Sobic.001G050700	11.694	10.508	14.17	15.152	13.996	10.632	11.601	11.514	12.283	10.533
Sobic.001G050800	2.443	2.394	2.358	2.331	1.65	1.475	1.148	1.409	1.59	1.5
Sobic.001G050900	13.671	1.058	0.258	0.298	0.408	0.319	0.336	0.155	0.307	0.203
Sobic.001G051100	0	0	0	0	0	0.213	0.034	0.09	0.238	0.098
Sobic.001G051200	163.534	176.354	156.567	157.05	139.719	103.853	183.166	117.943	116.426	105.064
Sobic.001G051300	5.594	4.789	7.413	7.469	7.985	7.757	8.89	9.428	9.022	8.506
Sobic.001G051400	6.622	7.588	6.908	6.301	6.522	8.757	7.284	6.391	6.659	6.181
Sobic.001G051500	33.461	27.758	39.511	41.969	40.236	14.006	15.18	15.545	17.728	13.438
Sobic.001G051600	12.332	14.15	14.755	11.117	12.315	4.407	20.428	17.209	9.708	17.945
Sobic.001G051700	16.083	18.266	14.914	15.44	13.692	14.705	17.118	12.141	12.088	13.108
Sobic.001G051800	14.813	8.125	8.872	7.4	6.82	8.825	9.824	7.374	5.415	7.896
Sobic.001G052000	30.241	32.548	17.326	19.288	16.814	26.17	44.028	47.261	46.197	61.844
Sobic.001G052100	0.44	0.808	0.716	0.708	0.732	0.458	0.523	0.709	0.695	0.723
Sobic.001G052200	1.278	2.109	1.728	1.684	1.661	1.236	1.532	0.923	0.656	0.825
Sobic.001G052300	10.07	11.097	8.675	7.672	7.305	5.994	5.627	4.872	4.503	3.823
Sobic.001G052350	0.921	1.86	0.835	0.45	0.657	0	0	0.034	0	0
Sobic.001G052400	14.036	15.446	16.263	17.034	15.669	9.595	9.883	8.657	9.078	8.322
Sobic.001G052500	0	0	0	0	0	0	0	0	0	0.006
Sobic.001G052600	3.92	4.483	4.631	4.519	4.548	7.061	9.645	7.33	7.691	6.555
Sobic.001G052700	36.744	35.869	41.889	41.802	41.46	33.657	32.752	29.308	31.297	27.754
Sobic.001G052800	0.821	1.408	0.913	0.894	0.997	1.624	1.369	1.101	1.05	1.161
Sobic.001G052900	101.053	92.675	97.748	90.587	99.138	80.972	90.1	92.972	93.349	96.781
Sobic.001G053000	4.623	5.614	4.12	3.32	4.472	5.658	5.385	4.859	6.315	5.062
Sobic.001G053100	0	0.036	0	0	0	0	0.031	0.016	0	0.015
Sobic.001G053200	0	0.013	0.008	0	0	0	0	0.009	0	0.008
Sobic.001G053350	0.024	0.065	0.041	0.052	0.075	0.052	0.023	0.041	0.032	0.026
Sobic.001G053500	0	0	0.008	0.009	0	0	0	0	0	0
Sobic.001G053601	0	0	0	0	0	0	0	0	0	0
Sobic.001G053700	0.498	0.609	0.627	0.562	0.491	0.171	0.128	0.178	0.155	0.147
Sobic.001G053800	26.235	26.186	30.659	29.401	27.25	24.018	25.999	22.879	24.619	21.429
Sobic.001G053900	2.613	3.386	3.121	2.24	2.877	2.213	3.507	3.899	4.31	6.66
Sobic.001G054000	1.789	1.739	14.212	10.468	21.711	5.762	4.823	43.156	36.801	48.03
Sobic.001G054050	0	0.066	0	0	0	0	0	0	0.119	0.356
Sobic.001G054100	0.805	0.982	0.812	0.901	1.077	11.022	5.438	7.132	8.966	6.927
Sobic.001G054200	10.516	12.299	11.333	10.283	9.666	11.009	18.24	12.718	11.414	10.972
Sobic.001G054300	0.038	0	0.032	0	0.022	0	0.021	0	0	0
Sobic.001G054400	0	0.015	0	0	0.025	0	0.206	0	0	0
Sobic.001G054500	0	0.075	0.12	0.078	0.11	0	0.496	0	0.02	0.045
Sobic.001G054600	15.288	16.214	14.162	14.083	14.023	11.48	10.341	10.32	9.34	7.95
Sobic.001G054700	28.028	22.191	27.857	30.443	26.4	46.4	38.994	37.057	37.043	35.675
Sobic.001G054800	51.618	34.158	44.109	45.668	63.527	52.165	24.732	47.666	60.03	62.417
Sobic.001G054900	127.537	95.277	149.278	154.733	169.565	109.999	89.088	110.8	108.901	97.034
Sobic.001G055100	0	0	0	0	0	0	0	0	0	0
Sobic.001G055300	0	0	0	0	0	0	0	0	0	0
Sobic.001G055400	2.945	2.38	3.115	2.472	3.327	0.029	0.059	0.02	0.052	0.069
Sobic.001G055600	3.301	2.19	3.128	2.626	3.876	1.842	2.119	2.884	3.526	3.502
Sobic.001G055700	0.82	0.349	0.339	0.426	0.244	0.054	0.063	0.082	0.093	0.074
Sobic.001G055800	0	0	0	0	0	0	0	0	0	0
Sobic.001G055900	2.091	4.854	3.756	2.251	3.246	5.755	13.223	7.259	7.534	6.598
Sobic.001G056000	0	0	0	0	0	0	0	0	0	0
Sobic.001G056100	2.125	3.539	2.997	2.539	3.408	26.034	18.65	25.035	24.976	27.521
Sobic.001G056200	28.914	31.614	34.801	30.971	30.517	26.478	34.916	29.293	32.155	26.378
Sobic.001G056300	4.203	7.851	5.052	3.704	5.282	3.85	5.329	5.006	4.806	5.463
Sobic.001G056400	0.08	0.116	0.141	0.253	0.245	0.056	0.195	0.141	0.468	0.641
Sobic.001G056500	0.154	0.16	0.175	0.204	0.131	1.059	2.133	0.528	1.209	0.963
Sobic.001G056601	19.481	23.809	18.81	15.699	17.666	39.271	39.936	38.535	42.5	39.642
Sobic.001G056700	25.725	23.624	21.96	22.644	20.666	17.247	14.857	15.603	16.754	15.475
Sobic.001G056800	26.948	37.728	37.44	35.994	36.506	27.915	45.628	34.225	32.859	31.767
Sobic.001G056900	5.49	7.471	5.91	5.39	6.815	16.789	32.503	17.085	17.914	15.499
Sobic.001G057100	6.896	11.119	7.878	5.558	8.001	13.995	48.905	26.53	24.88	27.657
Sobic.001G057200	17.115	18.838	21.959	21.74	21.71	8.684	9.844	11.825	8.699	10.346
Sobic.001G057300	115.382	107.468	132.096	159.6	164.399	92.368	67.742	74.232	79.394	70.936
Sobic.001G057400	1.509	1.379	1.064	1.089	0.926	2.012	2.971	1.134	1.357	1.05
Sobic.001G057500	0	0	0	0	0	0	0	0	0	0
Sobic.001G057600	3.228	1.55	1.206	0.83	1.072	1.265	0.678	0.265	0.461	0.504
Sobic.001G057700	25.449	38.301	28.862	27.767	25.55	34.763	61.769	50.088	49.113	49.992
Sobic.001G057800	58.939	68.095	60.79	53.24	61.058	56.337	117.425	62.642	57.858	63.788
Sobic.001G057900	0.058	0.039	0.042	0.126	0.061	0.021	0.14	0.063	0.095	0.141
Sobic.001G058000	4.152	2.355	4.038	3.154	3.404	1.611	1.954	2.079	1.411	1.403
Sobic.001G058100	21.854	15.643	22.385	19.657	19.78	15.634	17.771	15.417	15.331	11.569
Sobic.001G058200	4.033	4.458	3.562	3.555	3.602	5.385	4.837	3.497	2.914	2.736
Sobic.001G058300	44.38	27.357	29.381	34.748	38.905	2.985	3.044	3.804	3.111	4.17
Sobic.001G058400	0.305	0.291	0.298	0.251	0.195	1.322	0.8	1.094	1.106	0.72
Sobic.001G058500	17.561	13.429	9.947	12.989	13.14	23.723	18.989	16.183	15.398	15.756
Sobic.001G058600	3.53	5.085	3.869	3.824	3.419	13.97	12.629	13.68	18.437	14.89
Sobic.001G058700	45.442	45.827	42.713	41.822	39.319	27.788	27.971	24.309	24.84	23.306
Sobic.001G058800	0	0	0	0	0	0	0	0	0	0
Sobic.001G058900	235.029	184.856	267.453	310.231	318.119	221.607	174.35	214.245	215.012	205.902
Sobic.001G059001	0.165	0.128	0.329	0.244	0.391	0	0.032	0.061	0.086	0.097
Sobic.001G059100	74.444	41.62	85.766	88.032	89.573	21.175	15.489	36.062	38.909	41.368
Sobic.001G059150	0	0	0	0	0	0	0	0	0	0
Sobic.001G059200	0.758	1.152	0.813	0.803	0.866	1.092	1.355	0.786	0.885	0.874
Sobic.001G059300	0.029	0	0	0.106	0	0	0	0	0	0
Sobic.001G059400	0.95	0.823	0.569	0.549	0.531	0.144	0.306	0.291	0.179	0.301
