Gene_ID	Bundle.Sheath.Cells	Mesophyll.cells
GRMZM2G152808	38.8701239573	20.741800278
AF466202.2_FG009	38.5369514663	17.8963547525
GRMZM2G138255	38.2037789752	19.8432385331
GRMZM2G077607	38.1075291445	19.3939576607
GRMZM2G022061	37.9816639812	17.072673153
GRMZM2G004784	37.4263764961	15.7622706084
GRMZM2G104147	37.2782998334	18.2707554795
GRMZM2G378121	36.8340698453	18.9446767882
GRMZM2G175019	36.6489740169	21.1910811505
GRMZM2G105438	35.8715715378	11.4566622474
GRMZM2G133018	35.7975332064	5.0918498877
GRMZM2G125512	35.7865155994	16.3969689855
GRMZM2G121704	35.501379881	9.996499412
GRMZM2G055178	34.4771829665	18.5203559617
GRMZM2G152591	34.4278240765	1.3478426173
GRMZM2G306851	34.2427282481	4.5676888699
GRMZM2G049057	34.2427282481	4.9420895969
GRMZM2G478212	33.7614790944	7.8249751951
GRMZM2G034096	33.5023449347	15.4627500267
AC231745.1_FG004	31.3891675583	13.8528269005
GRMZM2G125656	31.0590800002	4.9420895969
GRMZM2G083847	30.9850416688	15.4627500267
GRMZM2G083538	30.8739841718	3.7440072704
GRMZM2G153263	30.7259075091	2.7331253074
GRMZM2G173272	30.5778308464	15.2006695178
GRMZM2G453438	30.2446583554	3.9312076339
GRMZM2G325462	30.059562527	11.2320218112
GRMZM2G078541	29.9855241957	11.1821017118
GRMZM2G069092	29.6893708703	5.5411307602
GRMZM2G080567	29.6523517046	14.5267482091
GRMZM2G039583	29.3191792135	7.0387336683
GRMZM2G067575	29.1094039438	3.4819267615
GRMZM2G007372	29.0230258881	3.3696065434
GRMZM2G114044	28.8132506185	10.1462597028
GRMZM2G442675	28.8009108941	4.2681682883
GRMZM2G058472	28.5787959001	8.0870557041
GRMZM2G122584	28.356680906	6.2899322143
GRMZM2G078110	27.6233488625	10.040060637
GRMZM2G054706	27.6162975925	14.5267482091
GRMZM2G054591	27.5792784269	10.0339394847
GRMZM2G044044	27.5052400955	11.7936229018
GRMZM2G172420	27.499070237	12.1493035924
GRMZM2G110345	27.2831251015	8.7609770127
AC233910.1_FG007	27.2090867701	11.4566622474
GRMZM2G428987	27.0980292731	2.5459249439
GRMZM2G050435	26.9376128861	5.7158510992
GRMZM2G166976	26.1725501313	5.2416101786
GRMZM2G332368	25.9874543029	12.6547445739
GRMZM2G135990	25.7653393089	12.7296247194
GRMZM2G050596	25.0484014694	12.8382009302
GRMZM2G101502	24.9879368297	12.3177839196
GRMZM2G145655	24.7411423944	3.6316870523
GRMZM2G131667	24.506687676	10.1088196301
GRMZM2G133358	24.3586110133	7.712654977
GRMZM2G007256	24.3586110133	7.7875351224
GRMZM2G426802	24.0254385222	7.1884939592
GRMZM2G009189	23.9884193565	5.6160109056
GRMZM2G352912	23.3961127057	5.8406513418
GRMZM2G044251	23.3220743744	11.5315423928
GRMZM2G119638	22.5570116196	2.7955254283
GRMZM2G037685	22.5446718953	7.6377748316
GRMZM2G399890	22.2855377355	2.3961646531
GRMZM2G007201	21.6191927534	7.6377748316
GRMZM2G095898	21.1749627653	5.1667300332
GRMZM2G042371	21.100924434	8.985617449
GRMZM2G314692	20.9991217284	3.4444866888
GRMZM2G444743	20.8047711086	1.1980823265
GRMZM2G049588	20.5086177832	6.1401719235
GRMZM2G133175	20.0643877951	3.9686477066
GRMZM2G051787	19.9163111324	6.7392130867
GRMZM2G065854	19.8792919668	3.294726398
GRMZM2G056081	19.7682344697	4.1932881428
GRMZM2G151649	19.6571769727	4.9420895969
GRMZM2G386629	19.50910031	1.4976029082
GRMZM2G053831	19.3240044816	6.5894527959
GRMZM2G129304	18.3861856154	1.5724830536
GRMZM2G145850	17.9913145174	6.7392130867
GRMZM2G125455	17.8432378547	1.7222433444
GRMZM2G162605	17.6211228607	6.5769727714
GRMZM2G456768	17.584103695	1.7596834171
GRMZM2G105283	17.5470845293	1.7971234898
GRMZM2G413717	17.3990078666	2.2464043622
GRMZM2G342401	17.1028545412	4.6425690153
GRMZM2G015739	17.0596655171	1.0857621084
GRMZM2G338483	16.4093621685	2.1690282122
GRMZM2G432266	16.2884328964	4.5676888699
GRMZM2G042488	16.2143945651	2.6956852347
GRMZM2G075384	16.0791570893	2.3488297038
GRMZM2G104639	15.770164577	2.9203256709
GRMZM2G113682	15.6220879143	2.4710447985
GRMZM2G115304	15.4740112516	5.5411307602
GRMZM2G042639	15.1778579262	4.4928087245
GRMZM2G075250	15.1778579262	5.5411307602
GRMZM2G147544	15.1038195948	4.7923293061
GRMZM2G155877	14.8076662695	2.2838444349
GRMZM2G007914	14.7706471038	2.6956852347
GRMZM2G019284	14.5115129441	3.9312076339
GRMZM2G419994	14.2153596187	3.8937675612
GRMZM2G078090	14.1043021217	2.8080054528
GRMZM2G164475	13.9192062933	4.8672094515
GRMZM2G108487	13.9179723186	1.4040027264
GRMZM2G473456	13.8451679619	5.1667300332
GRMZM2G168807	13.7711296306	2.5459249439
GRMZM2G090576	13.5119954709	1.8345635625
GRMZM2G139250	13.3268996425	3.294726398
GRMZM2G057247	13.1788229798	3.4444866888
GRMZM2G020474	13.1401878979	3.0895191424
GRMZM2G130425	12.9567079858	4.1932881428
GRMZM2G051689	12.6605546604	1.4976029082
GRMZM2G005630	12.6235354947	2.658245162
GRMZM2G031139	12.6235354947	2.658245162
GRMZM2G148022	12.5124779977	0.7488014541
GRMZM2G084005	12.364401335	0.9734418903
GRMZM2G125931	12.364401335	2.1715242168
GRMZM2G147128	12.2903630037	3.5942469796
GRMZM2G166665	12.2163246723	3.8937675612
GRMZM2G134382	11.6980563529	0.5241610179
AC211401.4_FG004	11.5018547748	2.4710447985
GRMZM2G372475	10.3653663886	1.4227227628
GRMZM2G169116	10.3283472229	1.8345635625
GRMZM2G042664	10.1802705603	0.6739213087
GRMZM2G082976	9.8347583448	1.4102427383
GRMZM2G077897	9.4769064125	2.4710447985
GRMZM2G148594	9.217948538	2.4073966749
GRMZM2G024303	8.847580596	1.7596834171
GRMZM2G053150	8.785881989	1.5125789372
GRMZM2G318057	8.5440234375	1.5125789372
GRMZM2G109595	8.5144081049	1.0483220357
GRMZM2G132749	8.3293122766	1.4601628355
GRMZM2G058900	8.2922931109	1.5808030696
GRMZM2G075058	8.1442164482	0.7488014541
GRMZM2G165778	7.9961397855	0.3369606543
GRMZM2G024733	7.8480631228	1.647363199
GRMZM2G444762	7.7493453502	0.5990411633
GRMZM2G700972	7.4871262575	1.5225629564
GRMZM2G107591	7.4778714661	0.6739213087
GRMZM2G118992	7.4235766922	0.6489612602
GRMZM2G405017	7.3297948034	1.4227227628
GRMZM2G122954	7.255756472	0.6739213087
GRMZM2G088336	7.2063975842	1.129442193
GRMZM2G118037	7.1076798093	1.0483220357
GRMZM2G072682	6.5153731586	0.8985617449
GRMZM2G137775	6.4413348272	0.6739213087
GRMZM2G056961	6.2192198332	0.1497602908
GRMZM2G166094	6.1451815018	0.4492808724
GRMZM2G110000	5.9230665078	0.2246404362
GRMZM2G462885	5.8860473421	0.7488014541
GRMZM2G453772	5.6269131824	0.374400727
GRMZM2G469920	5.552874851	0.5990411633
GRMZM2G320319	5.4788365197	0.2246404362
GRMZM2G002910	4.2942232181	0
GRMZM2G164141	20.4345794519	7.712654977
GRMZM2G135617	8.736523099	0.7488014541
GRMZM2G086882	24.3018482901	7.2758541291
GRMZM2G092923	23.025921049	7.4131343954
GRMZM2G046587	764.778943652	196.7475820595
GRMZM2G061928	40.4619480813	20.5171598418
GRMZM2G125893	146.4256079056	67.2835546563
GRMZM2G141009	5.9230665078	0.6739213087
GRMZM2G093347	101.259757864	42.4196023736
GRMZM2G131907	56.5652851493	33.3216647066
GRMZM2G075974	5.9724253956	0.5740811148
GRMZM2G083102	32.0585974734	14.7513886454
GRMZM2G148769	51.9008702745	25.9085303112
GRMZM2G064159	173.9900786662	96.8200280125
GRMZM2G366392	61.727872223	24.8104664656
GRMZM2G064163	32.8668492597	10.3334600663
GRMZM2G129208	346.6474673681	211.5364107775
GRMZM2G374779	98.6190573546	22.9133244948
GRMZM2G166713	13.7711296306	1.4227227628
GRMZM2G075074	1250.8220793642	577.6816017862
GRMZM2G102421	246.2144708955	140.3628325673
GRMZM2G044697	196.3311451502	126.6597659576
GRMZM2G471269	135.3790888685	74.8052652626
GRMZM2G027875	133.0098622654	84.3358437864
GRMZM2G120079	132.1584214549	19.6185980969
GRMZM2G125314	89.6295699322	5.690891051
GRMZM2G114557	87.1060968301	24.4733275217
GRMZM2G130034	75.9633279623	29.8022978724
GRMZM2G105523	75.6178157247	50.5066580777
GRMZM2G373652	18.4614579214	5.6409709538
GRMZM2G118806	11.1797880334	3.1449661071
GRMZM2G381576	34.8720540646	8.985617449
GRMZM2G137321	11.2168071991	2.1715242168
GRMZM2G065757	84.8838891781	39.2240030235
GRMZM2G411956	660.7180689433	414.7611254148
GRMZM2G440968	367.8224301334	37.440072704
GRMZM2G045185	48.6678631365	24.5856477398
GRMZM2G013461	38.3518556379	20.6669201326
GRMZM2G054678	30.8863238962	14.1897875548
GRMZM2G096764	36.8556643611	21.2892573403
GRMZM2G179528	22.6187102266	5.4288105421
GRMZM2G331797	16.2884328964	5.1667300332
GRMZM2G057159	45.2374204532	4.7923293061
GRMZM2G345622	37.5476583313	1.5375389855
GRMZM2G145589	28.8749492254	0.8985617449
GRMZM2G012062	28.6898533971	0.8985617449
GRMZM2G147942	15.1778579262	5.7657711964
GRMZM2G116689	493.7640996749	282.9471094732
GRMZM2G092447	114.0128604386	60.6079896932
GRMZM2G102471	1395.7397730078	566.6779644185
GRMZM2G022206	570.7738361029	273.1777464774
GRMZM2G027378	232.3939823526	128.5816897147
GRMZM2G071010	218.1786227339	123.6396001178
GRMZM2G056501	188.674347692	144.7183610501
GRMZM2G070047	130.9738081534	92.2148990699
GRMZM2G077307	387.0723962837	47.6986526249
GRMZM2G058450	230.8515171409	142.3471564206
GRMZM2G067489	57.6388409539	36.2045503048
GRMZM2G170434	41.1653122291	22.8634043954
GRMZM2G428179	41.1282930634	5.8780914145
GRMZM2G055037	37.8335873185	20.6669201326
GRMZM2G045286	33.7121202043	16.4736319898
GRMZM2G005840	29.7634092016	13.029145301
GRMZM2G468260	28.8749492254	12.7670647921
GRMZM2G055973	24.1364960192	8.3116961403
GRMZM2G065893	20.3482013961	7.1660299155
GRMZM2G030955	17.3619887009	3.5942469796
GRMZM2G131611	13.4749763052	2.3212845076
GRMZM2G440259	10.8836347081	3.2198462525
GRMZM2G015409	9.7360405722	2.0966440714
GRMZM2G095811	9.3658489154	1.5724830536
GRMZM2G059110	7.6999864601	1.2355223992
GRMZM2G064139	5.9452780072	0.5316490324
GRMZM2G153075	298.670628655	214.1946559395
GRMZM2G151496	37.9076256498	19.0195569336
GRMZM2G025528	34.3784651865	9.6470587309
GRMZM2G138176	22.6927485579	1.1232021811
GRMZM2G065970	11.2316148654	1.3478426173
GRMZM2G093557	12.364401335	3.8188874158
GRMZM2G132000	1000.2455165334	310.8961237468
GRMZM2G118637	709.9234151009	519.5203208442
GRMZM2G082390	449.2645946154	365.527429809
GRMZM2G053898	420.5377220527	314.7961312951
GRMZM2G132682	24.2105343506	1.4976029082
GRMZM2G035708	1223.4093871828	314.3468504227
GRMZM2G399284	262.1450518817	89.8000143805
GRMZM2G127393	160.9284830196	48.7844147333
GRMZM2G050961	129.7729769034	95.7257081518
GRMZM2G090872	111.3374323979	79.3269563075
GRMZM2G057374	47.6683456633	7.6377748316
GRMZM2G091189	37.6855106558	18.4953959158
GRMZM2G042253	9.7730597378	1.2729624719
GRMZM2G025598	96.0523951766	37.0307279066
GRMZM2G111269	398.4002609798	62.0382004705
GRMZM2G035202	177.4698802395	127.5208876298
GRMZM2G474546	146.3208965301	86.0014516077
GRMZM2G055575	136.991890495	31.1800925479
GRMZM2G018728	83.3856706799	34.9690279055
GRMZM2G035134	80.4056278432	17.9337948252
GRMZM2G119623	73.8902546846	26.0208505293
GRMZM2G028709	68.5409852448	27.9053341912
GRMZM2G075124	58.6383584271	38.2263142308
GRMZM2G166658	46.6194693075	27.8928541645
GRMZM2G152889	42.7571363531	25.7213299476
GRMZM2G072584	41.1097834806	21.6678180787
GRMZM2G163141	37.5744531588	7.4880145408
GRMZM2G014833	36.8340698453	19.5811580242
GRMZM2G069713	36.5008973542	19.3939576607
AC233959.1_FG002	32.7619616212	12.9542651556
GRMZM2G066867	29.886806423	8.1993759222
GRMZM2G095634	27.484967697	12.7296247194
GRMZM2G099002	27.1683656879	9.360018176
GRMZM2G071087	20.2865027892	5.0169697423
GRMZM2G057768	16.0663179024	4.8672094515
GRMZM2G107565	9.6620022408	1.647363199
GRMZM2G160922	7.3297948034	0.374400727
GRMZM2G081915	7.2927756377	1.4227227628
GRMZM2G030299	294.2283287742	160.4681516093
GRMZM2G164224	39.6845456022	2.8454455255
GRMZM2G418289	30.4297541837	3.9686477066
GRMZM2G095302	66.0915504518	32.2983027168
GRMZM2G076423	275.11409954	27.1814927831
GRMZM2G145709	41.2393505604	22.9133244948
GRMZM2G085246	34.9460923959	10.1088196301
GRMZM2G007801	18.7506187411	7.3384325359
GRMZM2G099754	15.4369920859	1.9468837806
GRMZM2G003096	255.6235088128	207.842323629
GRMZM2G144030	2104.0262363632	320.7241428316
GRMZM2G113696	1153.9170093803	536.828242479
GRMZM2G073535	441.3342079018	313.9949137393
GRMZM2G174942	383.8147097044	298.1352989419
GRMZM2G349996	14.1413212873	2.9827257918
GRMZM2G139614	9.1955607533	1.1980823265
GRMZM2G030880	73.9309757668	26.7060038598
GRMZM2G144982	33.2209992755	12.2004716893
GRMZM2G472547	27.7026756483	9.5596985662
GRMZM2G437139	26.4440240153	9.2601779846
GRMZM2G005869	11.8091138499	1.8345635625
GRMZM2G171855	25.2100518238	0.9734418903
GRMZM2G030228	107.1013822073	76.0020995617
GRMZM2G163473	47.7639785104	16.996129006
GRMZM2G567619	132.4932392258	101.5689446558
GRMZM2G450762	897.1699691113	129.5101440629
GRMZM2G443340	56.9354768061	19.094437079
GRMZM2G108008	25.3211093208	9.734418903
GRMZM2G133653	28.8922248336	9.5721785855
GRMZM2G145500	427.756459359	190.1206891909
GRMZM2G024607	136.1564913477	100.3144348232
GRMZM2G038375	48.5321261982	23.8118862397
GRMZM2G005036	43.441990918	21.7489382337
GRMZM2G064600	20.3605411205	8.5363365765
GRMZM2G006953	298.448513661	214.0448956487
GRMZM2G173654	16.6586245531	1.5724830536
GRMZM2G407249	16.1403562337	6.2899322143
GRMZM2G395844	1309.4567358747	378.8710717207
GRMZM2G113995	46.224598202	19.6685181963
GRMZM2G173684	15.6220879143	1.5724830536
GRMZM2G155253	2374.4833246393	183.269155886
GRMZM2G046284	12439.9204329737	1254.9163568923
GRMZM2G306732	2228.7758885478	319.4387003104
GRMZM2G095287	94.8431024559	19.6185980969
GRMZM2G337113	4815.3913724659	2523.7142444912
GRMZM2G039723	15.2272168162	6.0066356644
GRMZM2G083016	599.9449386538	431.9461187859
GRMZM2G162529	3086.8431296974	322.022065327
GRMZM2G026024	370.6358867246	40.3978384476
GRMZM2G026807	4439.1890367026	789.0457882293
GRMZM2G178960	324.5828106297	60.203636908
GRMZM2G162200	6624.0614289804	786.9528881651
GRMZM2G434173	92.8810866752	65.7447676682
GRMZM2G039345	87.7354226466	31.4496610714
GRMZM2G162282	51.160486961	8.6486567946
GRMZM2G360821	1234.2609677357	190.058110805
GRMZM2G308907	1129.3427173039	177.8724368027
GRMZM2G385635	1283.1881121239	277.4712313684
GRMZM2G448344	1681.2539079034	679.0773712794
GRMZM2G057171	134.7699767012	12.8510375287
GRMZM2G083364	15.9661604914	1.3087088269
GRMZM2G122563	9.9943227062	1.200281188
GRMZM2G098520	23682.6410480615	1753.6181253094
GRMZM2G113033	15420.2964421937	1323.132169359
AC147602.5_FG003	676.0810226979	57.6577119641
GRMZM2G033208	3040.4210959426	482.0034959912
GRMZM2G385622	1297.8552232847	258.377447993
GRMZM2G062854	1306.7561877388	292.0499202653
GRMZM2G025171	1517.748773454	922.935232226
GRMZM2G158746	1602.0043945273	1199.6922496539
GRMZM2G448142	1181.8930688498	920.8228101592
GRMZM2G401040	159.9598148758	117.5992683632
GRMZM2G450705	512.6242187684	393.8880471379
GRMZM2G383052	512.811165555	394.1371128036
GRMZM2G474534	395.9570254386	312.8074394583
GRMZM2G016261	373.3544155875	281.3955750389
GRMZM2G010555	234.2942995485	35.7178293596
GRMZM2G012119	233.331801241	66.6058893404
GRMZM2G086763	162.8843289641	112.2078978939
GRMZM2G133844	1545.6242052063	408.4711932005
GRMZM2G110277	1013.0442763257	319.6633407467
GRMZM2G162233	2943.5419393747	1330.844824336
GRMZM2G066316	1210.1565258717	579.5723254578
GRMZM2G304947	1434.8154414403	1083.0616982438
GRMZM2G106164	309.8282051891	144.6684409282
GRMZM2G475437	131.9269341706	84.7833120352
GRMZM2G048313	3899.0189453803	450.3915945798
AC233894.1_FG002	575.752913886	79.3916741688
GRMZM2G032253	2214.3384139351	520.2672502946
GRMZM2G103101	1213.5993082793	275.0347740835
GRMZM2G036880	1618.8259034094	488.1823560147
GRMZM2G092311	6671.3867303776	4602.1724250991
GRMZM2G160268	3252.9974852094	2375.0484520503
GRMZM2G072280	3608.1396168806	2671.0945949352
GRMZM2G153184	8157.2965558759	6384.4559175739
GRMZM2G010884	9162.5273153642	7469.643945374
GRMZM2G117412	322.8479338621	244.672390545
GRMZM2G329047	5490.4235185562	2437.1240925935
GRMZM2G016622	8621.6526278963	4673.38219513
GRMZM2G017290	7991.4383514681	4975.1866211969
GRMZM2G012397	10504.3363365612	6863.6638883861
GRMZM2G451224	5923.6958336006	4039.334563888
GRMZM2G024150	1861.8123030581	1385.2776977883
GRMZM2G001653	9264.3423631566	7114.8493361572
GRMZM2G085646	5842.6238607753	4555.258765749
GRMZM2G013342	4501.9254167697	3522.9361213557
GRMZM2G094224	1703.0296976507	1336.7229157505
AC207722.2_FG009	972.8550358514	770.4717681609
GRMZM2G012324	13011.7863369073	8772.5771977556
GRMZM2G436986	412.0233139477	143.4703586017
GRMZM2G082169	92.6219525155	14.6390684273
GRMZM2G021256	31.540329154	4.8297693788
GRMZM2G399183	791.3957237713	68.6650933391
GRMZM2G129246	618.7876939816	184.3673980436
GRMZM2G074282	281.7158507765	222.9181928796
GRMZM2G166899	35.390322384	4.1932881428
GRMZM2G018441	451.2636295618	151.5948543785
GRMZM2G119782	504.3861323035	104.1957223352
GRMZM2G140667	478.2419635079	390.4051100935
GRMZM2G460406	188.0573616221	119.4338319257
GRMZM2G120517	20.2211022656	8.9381933594
GRMZM2G126002	75.2229446489	38.7130351759
GRMZM2G155974	46.9032829085	14.7139485727
GRMZM2G090568	1177.2711667848	367.5491937351
GRMZM2G058522	532.5021886326	273.200210521
GRMZM2G088212	100.0257856502	52.6407422218
GRMZM2G169890	98.0452602867	46.0512894259
GRMZM2G318213	265.5754945428	31.8989419438
GRMZM2G148387	218.1169241492	99.291072811
GRMZM2G053726	200.3847437915	95.996346413
GRMZM2G150295	81.9974519671	47.2868118251
GRMZM2G303044	61.4518150183	10.2585799209
GRMZM2G337706	25.5432243148	0.8985617449
GRMZM2G155868	57.0835534688	29.0534964183
GRMZM2G168898	10.661519714	1.8720036352
GRMZM2G157263	16.0354685952	6.1401719235
GRMZM2G036921	468.7366757598	229.9569265479
GRMZM2G055936	560.7663216245	433.5186018395
GRMZM2G145449	32.0585974734	17.3721937347
GRMZM2G181258	2107.945331789	1139.600932964
GRMZM2G017419	1797.5766467812	1016.4979739133
GRMZM2G025954	1522.6809605407	939.2304001188
GRMZM2G122793	599.155196428	480.3186927195
GRMZM2G102365	108.2440404298	75.7038270075
GRMZM2G170008	94.9541599529	52.7156223672
GRMZM2G424053	93.9546424797	28.3795751096
GRMZM2G024073	54.8031728633	26.4102272854
GRMZM2G436084	48.4827673081	6.1651319717
GRMZM2G010491	43.2568950897	9.5284985032
GRMZM2G098751	38.2778173066	8.8358571581
GRMZM2G014055	31.935200252	3.669127125
GRMZM2G023711	11.6240180215	1.7222433444
GRMZM2G384327	201.1621462706	99.3659529564
GRMZM2G153526	67.0787282007	41.9328814285
GRMZM2G040762	9.6249830751	2.3961646531
GRMZM2G117642	83.3671610971	54.2881054208
GRMZM2G177229	162.2920223133	74.5057446809
GRMZM2G060594	103.7277022176	66.0442882498
GRMZM2G025281	69.2628589754	40.4352785203
GRMZM2G151923	39.6105072708	19.6934782423
GRMZM2G331811	25.5802434805	6.3648123597
GRMZM2G107807	77.7772670803	28.3795751096
GRMZM2G148810	18.5095828368	3.7440072704
GRMZM2G055204	371.8353076924	213.2617741529
GRMZM2G029323	212.3419343041	159.7567902279
GRMZM2G052667	101.1363606204	63.9102041057
GRMZM2G110333	50.1979886535	15.050909227
GRMZM2G072926	4.8124915376	0.1497602908
GRMZM2G392101	37.6855106558	5.5036906875
GRMZM2G096171	33.8355174257	11.4941023201
GRMZM2G129954	24.950917664	7.0387336683
GRMZM2G044902	133.7132264132	73.9067035177
GRMZM2G073044	27.6903359239	1.1980823265
GRMZM2G386674	18.9167936592	1.4976029082
GRMZM2G004696	68.6705523246	32.9098239068
GRMZM2G079957	37.1672423363	2.1198212593
GRMZM2G079200	35.3162840527	10.4832203571
GRMZM2G061906	233.5168970694	152.9052569231
GRMZM2G162382	40.2028139216	17.5968341709
GRMZM2G120296	17.917276186	6.7392130867
GRMZM2G114873	12.1052671753	3.3696065434
GRMZM2G440529	6.6634498213	0.4492808724
GRMZM2G103783	9.7730597378	1.9468837806
GRMZM2G098904	105.8007754953	16.0992312627
GRMZM2G092137	73.964293016	42.6442428098
GRMZM2G103647	58.3483749602	29.5090173004
GRMZM2G445575	53.147182183	11.1821017118
GRMZM2G019106	45.8244386496	18.9598311069
GRMZM2G007063	40.659383634	21.6902821223
GRMZM2G444748	20.3605411205	1.1980823265
GRMZM2G073427	17.3990078666	2.2464043622
AC203957.3_FG004	16.2884328964	0.9360018176
GRMZM2G144346	37.0746944222	15.687390463
GRMZM2G107886	14.2585486428	4.2244882037
GRMZM2G171852	41.602138384	2.8005174383
GRMZM2G114998	33.0655187797	3.253542318
AC233935.1_FG005	23.6922660311	1.4976029082
GRMZM2G134545	18.0560980573	3.1449661071
GRMZM2G142718	10.9083141494	0.374400727
GRMZM2G368491	19.3610236473	3.1449661071
GRMZM2G120563	1396.4801563213	225.7573984179
GRMZM2G086835	84.2926402389	23.4374855127
GRMZM2G071582	41.6095422172	22.0147627499
GRMZM2G134759	34.4278240765	17.072673153
GRMZM2G400714	32.3300713575	13.6281864643
GRMZM2G109472	27.3201442672	12.3552239923
GRMZM2G157197	18.1023720144	1.7596834171
GRMZM2G400281	5.5898940167	0.374400727
GRMZM2G104396	16.6216053875	6.5894527959
GRMZM2G064426	12.6605546604	4.1184079974
GRMZM2G089812	254.0625340183	81.6942386401
GRMZM2G440949	242.179381837	25.5341295841
GRMZM2G113127	46.0888612637	18.0461150433
GRMZM2G045275	63.74700329	32.8723838341
AC233870.1_FG003	5.4788365197	0.374400727
GRMZM2G087804	168.6593188092	55.0369068749
GRMZM2G171468	80.0354361864	21.378281514
GRMZM2G010920	35.6124373781	4.8672094515
GRMZM2G168002	31.0220608345	3.8937675612
GRMZM2G124540	18.5342622781	1.7596834171
GRMZM2G119940	9.8347583448	2.1528041805
GRMZM2G173882	9.8347583448	2.1528041805
GRMZM2G004619	21.434096925	10.2585799209
GRMZM2G327059	72.3354497263	25.4592494387
GRMZM2G056600	43.3494430038	26.4701314017
GRMZM2G002915	18.5836211682	1.0483220357
GRMZM2G059102	48.1619345414	22.0147627499
GRMZM2G117961	46.051842098	22.0147627499
GRMZM2G105387	24.950917664	8.985617449
GRMZM2G130149	304.1864843404	12.392664065
GRMZM2G305856	258.6899297275	19.5437179515
GRMZM2G048136	237.7370819562	15.9494709719
GRMZM2G047626	115.8329693929	5.7283311237
GRMZM2G301642	69.9662231232	24.0739667487
GRMZM2G147346	36.5008973542	8.3865762857
GRMZM2G114503	21.4711160907	4.5676888699
GRMZM2G041415	14.1043021217	0.6739213087
GRMZM2G013581	12.5124779977	4.2681682883
GRMZM2G455869	11.0687305364	0.7488014541
GRMZM2G150260	9.4769064125	0.8236815995
GRMZM2G158117	8.847580596	1.7971234898
GRMZM2G123667	90.4748409064	41.3712803379
GRMZM2G079632	55.1955760194	28.080054528
GRMZM2G162739	16.8190409402	5.0169697423
GRMZM2G127379	8.3663314422	0.9734418903
GRMZM2G155370	99.5815556621	6.4022524324
GRMZM2G436226	18.5466020025	6.9264134502
GRMZM2G095727	279.383643339	124.7503222497
GRMZM2G005732	55.0228199154	3.3321664707
GRMZM2G400238	54.8253843627	30.1642185727
GRMZM2G146267	31.1701374972	16.3113916722
GRMZM2G352891	23.5441893684	5.8406513418
GRMZM2G120151	108.6882704178	15.425309954
GRMZM2G166946	64.9316165916	28.3795751096
GRMZM2G035944	39.9806989275	4.3430484337
GRMZM2G142751	15.4740112516	3.4444866888
GRMZM2G375307	20.2107016422	4.297585488
GRMZM2G153575	12.3273821693	2.2464043622
GRMZM2G382106	1429.6907554324	461.2429756768
GRMZM2G055135	192.6292285828	66.1566084679
GRMZM2G133428	142.0425386898	91.0916968888
GRMZM2G020281	128.444165141	63.6481235968
GRMZM2G096693	124.1499419229	42.9812034642
GRMZM2G132636	100.1249147576	68.8200536367
GRMZM2G165581	58.6013392614	27.8179740191
GRMZM2G369237	54.889550919	30.7694997531
GRMZM2G111216	50.0499119908	9.6595387576
GRMZM2G006493	21.9153460788	8.7609770127
GRMZM2G162598	10.1802705603	2.7206452829
GRMZM2G112470	317.7725181426	87.4600098365
GRMZM2G071907	25.5802434805	5.0169697423
GRMZM2G173428	102.5134735835	33.3328967284
GRMZM2G127665	95.7377322683	37.202952241
GRMZM2G029029	85.1070618837	36.3418305688
GRMZM2G029058	40.7951205724	20.1427591147
GRMZM2G027462	21.5451544221	9.360018176
GRMZM2G013600	192.6477381657	60.5405975624
GRMZM2G543629	161.644186914	122.7722383835
GRMZM2G046061	60.7854700361	9.734418903
GRMZM2G054225	15.5850687486	3.1449661071
AC189750.4_FG004	36.871089011	11.3443420293
GRMZM2G158147	272.3500018611	139.0149899499
GRMZM2G051270	198.2471513647	28.6990637325
GRMZM2G149952	56.6241632513	29.7948098578
GRMZM2G450863	16.2037588995	3.4521827039
GRMZM2G302080	11.0856535815	2.9590137463
GRMZM2G090338	462.5914942579	100.1147544105
AC191551.3_FG003	11.3340345546	3.6254470404
GRMZM2G025870	13.1047846485	1.9468837806
AC226235.2_FG001	56.6393234807	2.3961646531
GRMZM2G097283	157.4054924444	89.8561744896
GRMZM2G001645	13.9068665689	4.9483296088
AC213654.3_FG002	56.0087636896	18.3755876831
GRMZM2G035213	270.9062543998	180.236509997
GRMZM2G134747	126.0502591188	37.440072704
GRMZM2G110175	199.533302981	54.2132252754
GRMZM2G131205	536.8519405993	63.498363306
GRMZM2G107076	138.9699479389	50.9933790228
GRMZM2G057328	28.8749492254	12.9542651556
GRMZM2G110881	10.9576730394	1.9468837806
AC196475.3_FG004	23.0999593804	3.1449661071
GRMZM2G100158	93.4363741603	9.6220986849
GRMZM2G158083	29.0230258881	7.7001749503
GRMZM2G054115	21.4711160907	10.1088196301
GRMZM2G091155	755.1046014424	492.5116763718
GRMZM2G113453	156.9242432906	84.240163584
GRMZM2G381071	134.9570703799	42.1575218647
GRMZM2G149923	113.1305702987	16.1741114081
GRMZM2G134668	110.3911520388	33.5463051428
GRMZM2G358059	89.0681126108	35.0064679782
GRMZM2G439311	78.6287078908	23.2877252219
GRMZM2G430600	73.3596466408	38.4384746403
GRMZM2G116243	66.5604598812	39.836237357
GRMZM2G022180	54.5292310373	23.6246858762
GRMZM2G066051	44.9782862935	22.9133244948
