Gene	Maternal.transfer.zone_8DAP	Maternal.transfer.zone_14DAP	Maternal.transfer.zone_20DAP	Basal.endosperm.transfer.layer_8DAP	Basal.endosperm.transfer.layer_14DAP	Basal.endosperm.transfer.layer_20DAP
GRMZM2G034917	2.719322059	1.3054548205	2.74103533	13.06239573	41.867238565	50.674298995
GRMZM2G119571	1.092630397	4.3677543965	7.8637471235	1.4768472965	2.381940669	4.489094603
GRMZM2G162988	2.0916058815	2.7856818565	1.0821466875	2.566201862	0.504333941	0.8724902945
GRMZM2G127984	1.1765141055	3.354352733	1.4321798595	0	0	0
GRMZM2G072573	1.0206971415	4.3624421195	2.6397109755	5.1115811285	10.5056692095	5.311227536
GRMZM2G129302	7.525200726	2.8478833215	15.21168872	31.575624795	27.82236057	15.928299358
GRMZM5G842019	0	1.4908427925	5.723155101	1.8686542695	2.8288098775	3.2667816265
GRMZM2G065617	3.865861999	1.302950284	0	3.088913812	2.8844767365	0.523105953
GRMZM2G052296	0	1.302950284	0	0	0.8290689955	0
GRMZM2G020446	4.9357353995	2.2964067665	10.6044498955	12.428750363	5.87115606	6.371100511
GRMZM2G068917	4.5764733565	1.302204889	0	0	0.8196850795	0
GRMZM2G008539	2.93937487	4.3116371555	4.6155068795	0	0	0
GRMZM2G110511	0	1.3014603465	0	0	0	0.5618583495
GRMZM2G033093	0	4.3031810245	1.6426929715	0.3984764325	0	1.179814095
GRMZM2G154883	1.5543684655	7.0002999945	0.6800116925	0	2.0740195885	2.343575083
GRMZM2G013765	1.9932801015	2.8041438245	6.979666887	0.561054542	4.6943915485	5.0898650265
GRMZM2G158446	0.5899239655	10.7332564665	4.0189983505	0.4948898515	1.6821789325	1.9653218455
GRMZM2G180879	0	3.0237953695	2.3812005135	0	3.2511166585	1.064452931
GRMZM2G104342	4.328770395	3.5149629255	0	6.9215094725	1.339759046	0.2983317385
GRMZM2G332687	1.5124575745	1.2979548685	8.0923911685	0	7.755693997	17.450401985
GRMZM5G827365	0.8236737695	1.297750368	5.2485616245	0	5.357625814	5.0837158335
GRMZM2G124532	2.4610620045	2.177441955	3.9596081745	1.8282800865	1.814144772	3.151273651
GRMZM2G010551	3.2669382995	6.3721728015	6.681158045	2.603989856	7.566046853	7.7342273755
GRMZM5G839349	0.8134706035	5.2578874315	5.035213723	0	2.6303581365	3.5539806095
GRMZM2G119749	0.587365683	1.2953024665	4.7605806675	1.6630307165	6.650605541	1.900663514
GRMZM2G002993	6.266368442	7.7243925655	11.3736374205	0	7.0253484875	11.853728345
GRMZM2G309035	2.6241587865	1.2950193655	3.502582618	1.129529587	6.757532048	14.74049208
GRMZM2G468657	26.685075465	3.329548077	0	21.565358075	1.8099702695	0
GRMZM2G102521	0.517626102	3.617673016	2.5031633695	1.3542314445	0.8664437805	1.5523469795
GRMZM5G800488	10.2606401475	1.293326219	0	16.37210727	0	0
GRMZM2G010743	2.1700277815	2.9464039345	1.92850035	4.585138506	1.866267501	0.705588956
GRMZM2G452935	13.71195041	5.5128556225	16.25776125	43.554686685	10.2253695945	13.368473135
GRMZM2G175474	1.4144114375	1.292220331	5.607380685	3.1807169485	5.09987088	1.997756671
GRMZM2G075438	2.6462477705	2.8216465405	0.8151554315	0	0	0
GRMZM2G010474	1.16450205	1.291125437	3.146984593	1.1141531205	2.858298842	3.055626696
GRMZM2G126261	46.51327027	11.6214804725	0	26.091457325	2.735965377	0
GRMZM2G393742	0.7269311775	2.319665275	1.696318178	1.3717096215	3.8281922345	0.576965453
GRMZM2G126019	3.9475223535	2.820465441	4.1872155275	1.4631036725	0.9160645285	1.3393980195
GRMZM2G427826	0.6047399715	2.820465441	0	0	0.835679204	1.752745166
GRMZM2G132607	2.560829888	2.855348941	0.6408342935	1.480135048	3.730224962	2.4441995215
GRMZM2G329655	0	1.2903935065	2.358476892	0	2.026770582	2.7052350825
GRMZM2G043724	9.0959898375	8.7505414665	8.846279778	10.8685406345	9.6124591725	15.295327395
GRMZM2G126161	0.1349320415	3.4899820015	2.4413768865	0.812439655	7.084247861	1.8267093935
GRMZM2G125308	4.426123237	15.0101482075	4.092756983	2.212688339	10.2894897035	14.132573145
GRMZM2G171395	0.048964157	1.2889321325	3.874914952	0	0	0
GRMZM2G031536	0	1.28844033	3.4183052455	0	2.112090225	1.254181741
GRMZM5G892879	0	1.288202686	0	0	0	0
GRMZM2G461791	1.775678806	1.2880568955	8.078635026	0	4.575812561	1.506074508
GRMZM2G086269	0.5062499475	1.287902134	0	0	2.658252075	1.8725243975
GRMZM2G474092	4.586199344	1.871824853	2.719888696	0.834705315	3.3640454425	2.39609752
GRMZM2G302293	11.7642273745	8.3730245415	6.2423914135	6.4788989855	0	1.050564359
GRMZM2G122274	0	2.494199257	3.446011373	4.763395022	11.905782317	26.715968105
GRMZM5G851564	0.5102560495	1.286019101	3.627925451	0.810480336	0	0.8103277555
GRMZM2G096909	3.9984957585	2.8098798745	3.689091436	10.686726058	8.4151201755	7.4691347215
GRMZM2G027120	4.062102632	8.385523347	5.9553030845	3.899465584	15.02068395	13.26940867
GRMZM2G147809	4.17794881	1.285293137	4.5719881055	1.109120244	3.44993949	2.8298852795
GRMZM2G457534	0	1.2852178865	0	1.4393400475	0	3.748597372
GRMZM2G041159	2.6413906875	5.406634295	4.262355957	1.947533432	4.8350870225	6.745424851
GRMZM2G337048	4.849086471	3.339588049	2.9914384835	1.1059977205	0	0
GRMZM2G367008	0.8134706035	1.2816746315	0	0	0	0.5653452055
GRMZM2G070444	2.2845620845	1.281478682	1.4836444915	0.799027164	0.4953204915	2.713354554
GRMZM2G012178	3.7039878735	5.815813385	7.16609884	0	11.03645454	19.03486907
GRMZM5G865576	8.726012251	11.952195845	12.15595	11.9060470165	27.59223098	12.47626432
GRMZM2G057743	6.4774525225	1.2798828185	8.2440578795	3.0228551225	6.7397239215	6.551743332
GRMZM2G151257	4.003985125	1.278950497	9.429715987	4.1829471755	3.275579488	4.035380791
GRMZM2G407913	0.342302941	1.278412072	0	0	0	0
GRMZM2G468661	2.5274593915	1.2780764435	0	2.568899594	2.4659588185	2.0524033205
GRMZM2G012404	3.7916475235	1.2780764435	4.076016798	0	5.964511295	6.9451000705
GRMZM2G034748	5.1328697585	4.7948038345	15.37391446	3.4882541415	9.6925342565	12.515914773
GRMZM2G106798	1.939666792	14.505839449	6.344356875	0	3.6782853065	3.8071460355
GRMZM2G363545	2.266321189	2.107095979	3.2243342645	2.6398151505	11.8514519255	13.432696025
GRMZM2G467339	0.943729958	1.277359229	1.9028220625	1.773293844	2.9173828225	8.358583916
GRMZM2G122013	3.5063592195	9.226853617	18.5585325045	0	8.404322134	3.934969539
GRMZM2G320723	3.092826104	6.384705582	6.6328776835	1.1010380895	4.81058043	2.9690913195
GRMZM2G059214	9.814775329	6.3736943955	1.4695561085	6.9535777805	6.947237117	3.1508867305
GRMZM2G438673	8.482304556	1.2754179535	7.62559192	2.491325234	3.266577601	5.3078752675
GRMZM2G020775	15.3086644635	7.1741471265	12.340563315	13.018352315	12.304869781	11.56045141
GRMZM2G464575	1.874554725	2.786638519	2.197185586	1.079800755	2.5268167235	4.431158761
GRMZM2G101874	1.4480864315	4.961922769	0	2.0579712335	3.5736655365	3.747989169
GRMZM2G085568	0.0180575505	2.7854865395	0	0	0.077258453	0
GRMZM2G120408	0	1.274498402	0	18.369941855	34.3899089	10.59621534
GRMZM2G437097	0	1.274498402	22.112205085	0	0	0
GRMZM2G386350	1.215569207	1.274498402	0	0	0	0.547033549
GRMZM5G895175	0.6260675975	5.8264266935	13.51083925	1.7208906925	5.7042960745	10.5060723215
GRMZM2G086138	3.928662318	4.2606238535	13.50071571	0.802718411	7.4369520465	11.2237141525
GRMZM2G402307	7.773499554	1.273013092	4.888823409	2.0490296485	2.5600125845	6.192108994
GRMZM2G318689	4.500327222	10.75315441	7.7487271305	12.024004057	2.700282816	0.8287685385
GRMZM2G361605	4.635340945	2.5962083295	4.553151244	10.4470214945	2.7609818015	7.5396979955
GRMZM2G046058	1.9551374545	5.453780672	1.088088972	0	5.7078229315	3.3179355635
GRMZM2G154216	0	1.271650361	0	9.751969659	22.94246965	19.153166135
GRMZM2G017249	0	1.271650361	7.160149248	0	0	1.0424502725
GRMZM2G347717	0	1.271650361	0	1.231300407	0	1.123424748
GRMZM2G088299	12.158272415	8.340224661	4.6911062855	7.768912594	6.8145388735	3.254769735
GRMZM2G094304	0.045851438	3.452157254	1.390213475	0	0	0
GRMZM2G138190	0.8950068515	1.2709403385	0	0	0.6654054175	1.3533060445
GRMZM2G177570	2.825061757	2.296056973	0	4.501748673	0.3343830255	0.2537167385
GRMZM2G127598	3.8113862335	3.3097702985	7.629655865	6.732325926	15.110672525	16.56017806
GRMZM2G046474	0	1.8560561945	0	1.096122741	1.7756293155	0
GRMZM2G117357	1.3595489495	1.2700613175	0	2.9273761245	2.532124665	2.5738494405
GRMZM2G093278	1.447750017	9.4318887555	1.8608945895	0	2.480396455	2.316720553
GRMZM2G068952	4.5249659	3.1301857015	11.422181313	16.213292105	8.9246080495	5.185104398
GRMZM2G324903	134.9542895	1.268607038	9.1632382905	94.418218495	5.595955046	11.2058840695
GRMZM2G336448	10.997316083	2.4260847005	3.657228427	16.85924555	4.040134984	3.0582751305
GRMZM2G421415	11.732568997	6.400035218	4.1324271625	9.975802938	2.6731215685	0.6659655405
GRMZM2G307720	4.2698958425	3.303225043	3.734339625	0.730951351	12.636620995	5.520071092
GRMZM2G140633	0	1.2674020855	1.0838480905	0	12.242309945	14.139834115
GRMZM2G060943	1.5729474345	1.267257587	2.1836394355	1.7885164625	2.7426043895	2.610833286
GRMZM2G065044	0	5.4280054885	1.258075462	0	2.3861495905	1.197879604
GRMZM2G162776	1.778080311	3.300561144	10.2350001065	5.703243705	9.8201066835	12.3956230305
GRMZM2G349554	3.1163927175	1.266655335	0	2.3358926355	1.2222985665	3.6082471795
GRMZM2G152328	0	3.099541183	1.5035516955	8.2233398915	7.6990297065	6.756790761
GRMZM2G029543	5.159533563	1.2665625465	2.424148407	16.064565955	13.369066052	9.165825285
GRMZM2G019029	0	3.3827142305	2.676790416	5.9044772685	47.860838375	23.11733719
GRMZM2G384780	4.1128294985	1.2652885745	0	17.90951257	5.322618316	1.2903403075
GRMZM2G401769	0.419997106	2.4538866305	6.085212559	0	0	1.341378555
GRMZM2G019621	0.619916217	3.711539282	0	0.5631901705	0	1.482076138
GRMZM2G054109	0.5464631105	1.2646586175	4.8405845365	2.110578389	8.276998963	12.1056580715
GRMZM2G472643	2.8272058875	4.187147909	20.0718921	3.97467643	0	2.204327656
GRMZM2G090559	5.025104645	4.661344043	6.7088850645	0.677717752	8.7067503715	5.4255571045
GRMZM2G111666	0	1.2625871045	1.013263173	3.632352785	14.5404749005	21.95448501
GRMZM2G070322	10.133986825	1.2624815005	0	1.0430764075	0	0.5568791375
GRMZM2G163713	0.8831329285	6.6986922305	6.006659371	1.077845621	5.783143343	3.1323128085
GRMZM2G084779	0	1.2613093875	2.504100006	0	0.4067136965	0
GRMZM2G154549	4.419785513	5.310782607	7.7404836185	3.3595207755	10.2634902945	13.795286035
GRMZM2G042752	2.2745537585	1.2609399085	1.078321811	0	3.641174922	6.211931878
GRMZM5G832300	0	1.2605112845	1.0317698805	1.4116706525	1.9057995825	1.0638528375
GRMZM2G059042	17.465801265	6.1992843935	24.859207965	8.9107999535	11.3953915925	23.34664563
GRMZM2G118959	5.693207804	5.2089490185	10.011200422	2.7564963535	2.3200820155	17.19136744
GRMZM2G409934	2.46651401	1.2596868545	4.5352897025	0	0.4279822395	1.467933344
GRMZM5G854334	2.912280758	1.259433409	13.905743985	0	3.1847575135	2.814244926
GRMZM2G106017	16.555080656	1.2591914305	19.5378057335	10.96545489	62.912332535	28.70234169
GRMZM2G016844	0.6763688165	1.2591914305	2.4872634585	2.3306331525	0	0.426583593
GRMZM2G162697	5.317584112	9.10437326	4.7899342475	6.801594745	6.948546304	10.331773953
GRMZM2G125339	4.4558264025	2.4804521075	0	1.867432725	0.3156587375	0.6928635465
GRMZM2G320140	3.497737827	11.2620584735	14.630013803	2.4895462	17.35419573	10.5153086825
GRMZM2G093323	0	1.2582941655	0	0	7.206400728	6.0126147335
GRMZM2G131516	16.31383341	1.257950922	1.1617811555	33.057536025	0.48622648	0.940941224
GRMZM2G010831	15.833332355	3.870838287	25.241470895	13.869221729	55.886413655	30.47822118
GRMZM2G405178	3.2066359945	4.29038703	7.798309185	2.0492728145	5.596343454	4.313200805
GRMZM2G171605	1.1228470545	1.2569630895	1.152626071	0	0	0.986969091
GRMZM2G056400	0	3.897664156	7.2773340185	0	0.8470732835	0.482740321
GRMZM2G135940	2.4689997435	5.2131585845	5.3107248745	1.4409261725	1.465617359	5.543802698
GRMZM2G058760	5.8098835105	1.2555180065	19.466339885	13.56692404	9.324079177	11.4344478135
GRMZM2G440363	1.9702659445	1.738687028	6.7354184535	0	9.9268241725	1.614626118
GRMZM2G027375	3.9915195705	1.2548790025	0.792263399	1.06266106	3.0271526715	4.9718470495
GRMZM2G012216	0.787781313	1.2542845915	3.1860086545	0.8538036635	1.205024722	0.7068741885
GRMZM2G102664	1.5750461595	3.267828306	11.111540724	0	7.674515943	12.307096295
GRMZM2G060762	2.2305959455	4.226492952	2.0832619185	3.8914187595	7.297620197	8.5630122895
GRMZM2G156490	5.6562082135	2.923461194	17.116608307	0	5.883406725	9.1239491355
GRMZM2G081857	3.7965112615	2.6706908435	1.461968835	9.2512333425	14.030171772	6.012587901
GRMZM2G020016	0	1.2527540705	2.142643006	0	0.655883931	4.323258728
GRMZM2G034611	0	1.2523305075	1.581308831	0	0	8.673984028
GRMZM2G496110	1.5724470735	2.6636019755	0	0	0	0.49738529
GRMZM5G867767	0	5.2728067135	12.4570185685	0	10.872277677	8.0713151185
GRMZM2G023872	0	11.0646650615	0	0	5.3355980165	0.8871200965
GRMZM2G125649	0	3.1604102995	21.08287856	0	0	3.3895193615
GRMZM2G403003	0.231440217	2.0572287665	0	0	8.506692367	3.6624940425
GRMZM2G077960	3.4629381065	5.9589077155	5.567089967	3.741085325	3.598519314	1.445580891
GRMZM5G831200	3.365556977	1.250689091	1.0695555885	4.862257804	7.3415217	19.097000685
GRMZM2G157760	1.602252694	3.807800879	4.601351751	4.671369739	10.20126427	9.894454824
GRMZM2G052670	4.155998408	5.197110597	13.6923613895	6.7268615215	31.23294689	21.475452125
GRMZM2G010863	2.166030958	5.8991216145	4.117783069	0	2.278706866	3.0855697265
GRMZM2G406715	0.852553709	1.2502188905	0.595336659	0	2.903224551	0
GRMZM2G033649	0	1.2501792245	1.2391101805	12.4603570775	1.088401088	2.6653567765
GRMZM5G873594	2.656133985	2.253531719	4.26910414	1.07866664	3.596561495	3.638584958
GRMZM2G072091	0.8638616495	4.1366173255	7.2927501985	0	11.4571294825	9.1014141575
GRMZM2G375307	4.634064937	6.338633521	9.0479950845	6.6637231335	12.2197408795	8.131811805
GRMZM2G077215	6.232438625	5.8888025815	0.8072256135	0	0.8667608255	1.035431113
GRMZM2G363429	21.517484115	1.247946352	3.9506211405	1.893079372	3.4281029215	0
GRMZM2G355233	3.2361146545	1.2472644455	0	1.056212874	0	0
GRMZM2G058518	6.6553435495	9.2579019505	10.6587548045	1.430662041	0	5.6835745995
GRMZM2G159500	2.7765462025	3.2481425935	5.941913656	3.3208844465	11.481477077	12.5575989
GRMZM2G065655	1.5193555695	1.2465710655	0	1.4184970395	0	0.6800088075
GRMZM2G328893	4.3162312225	2.480228226	5.5664601495	1.075124221	5.6708582135	2.9645797305
GRMZM2G065423	1.1808145795	1.2452494785	0	0	0.96263417	0.460112118
GRMZM2G146292	2.373997185	4.107149975	1.0996347905	2.058556784	3.01774791	6.214886136
GRMZM2G459642	1.418616852	1.2443677395	0.677939809	0.7326075925	2.048410696	1.209180643
GRMZM2G462803	0.9281595775	1.24365929	1.071036879	0.2978042095	4.473025495	3.0894552325
GRMZM2G472693	2.7606902115	1.551507704	3.1218341095	1.073068534	10.275210885	10.1672259025
GRMZM5G819807	15.66495234	10.335190895	24.574158015	3.75673018	15.650780765	8.1286070065
GRMZM5G801793	2.633620688	1.242775687	3.1665774225	0	5.55284286	4.832258882
GRMZM2G467640	5.0721055915	1.242239206	2.594942643	0	4.5066929795	5.143852654
GRMZM2G005256	2.8677563325	1.2420347345	4.434595431	2.8496488025	2.733515169	4.657054534
GRMZM2G017113	1.78403204	1.2418189555	6.4602644095	0	3.3144693695	2.0417117265
GRMZM5G816015	1.79950439	4.30988378	3.78669122	0	1.0343435645	1.974922544
GRMZM2G448330	1.873388216	1.2412390135	3.901746013	0	0	1.3387179135
GRMZM2G033519	0	1.241197743	0.2094422265	0	0.275993771	0.7410614615
GRMZM2G025054	8.071024324	8.168896074	17.51607243	2.5054732925	14.195438375	6.96703364
AC193632.2_FG002	4.139472208	1.23978984	1.0602348425	0	0	1.407346077
GRMZM2G067235	2.5978629185	3.230451185	15.14067972	5.183503145	6.0570651325	3.535140233
GRMZM2G460544	4.139235239	1.2391149405	0	0	0.7714945575	0
GRMZM2G467682	3.576658158	5.218270335	17.84842181	7.8499809525	6.5778984205	5.390390785
GRMZM2G137779	1.0438559615	2.7071482275	0	3.485292577	4.47931848	5.0992439585
GRMZM2G117238	2.2327537945	1.237767344	0	5.4462906405	0	0.5343612035
GRMZM5G838403	2.935190268	1.237750987	4.2500458695	5.691379415	3.0579420805	10.8569781445
GRMZM2G311680	23.42260071	1.2364226755	1.0573553345	23.978174025	5.490746235	2.5975956515
GRMZM2G433942	3.246820813	1.2364226755	4.707413717	2.133896743	13.076455815	15.57312369
GRMZM2G070523	0	4.0657495285	0	5.37941603	4.7112060095	4.3608953885
GRMZM2G134156	0.8461323115	6.0781257405	15.786050845	0	2.177958792	2.1273858675
GRMZM2G097804	0	1.2356280695	0	0	2.0969051655	0.831129476
GRMZM2G001296	1.05675572	1.235620192	0	2.7610828695	5.2872595575	3.556813763
GRMZM2G473891	0	1.2350809255	0	0	0.646631092	0
GRMZM2G136680	4.1068526735	1.234411142	4.793419485	0.9745561675	6.9777624065	2.1875884905
GRMZM2G450228	0	1.2337420845	0	0	0	0
GRMZM2G102318	43.86456017	7.328707092	0	48.020715245	6.2827245	0.383823336
GRMZM2G049342	1.5998743855	7.10044349	6.208235116	0.9618140395	1.7580925185	3.2550348995
GRMZM2G440925	7.6915610695	3.211211898	5.4147887665	8.121278253	2.2455423695	2.1799542715
GRMZM2G006948	0.4720664785	1.232350392	0.654062147	1.394328581	5.4485077355	8.147654054
GRMZM2G017411	2.7773980305	5.672623606	7.091489336	3.532710117	0.400535582	1.3073429865
GRMZM2G375064	0.0611302355	1.680192963	0.1474823805	0	0.2719510045	0.434889293
GRMZM2G371944	0.6624738945	1.231791666	5.422042017	0	1.033252863	1.9128835025
GRMZM2G120320	3.646031421	1.2312174045	18.46704033	0	0	0.530349828
GRMZM2G143400	1.950076976	1.2310730915	0	1.8277496935	5.191220286	0.9262255075
GRMZM2G449496	1.1079423175	1.228415621	0	0	0	0.4879905325
GRMZM2G403719	6.7376537365	1.228034343	2.922458099	0	1.280969297	0.404208166
GRMZM2G041127	0	3.199087581	0.748362416	0	8.869646182	2.629040218
GRMZM2G057554	2.2134955405	1.2270911835	1.1348584465	0.5632425165	1.257557853	0.541268509
GRMZM2G060464	12.91091593	6.497409578	1.1011241745	21.56763082	83.82995976	24.5055369
GRMZM5G802365	0	1.2259822075	2.5982078485	2.2642470655	0.66381054	0
GRMZM2G163813	2.661531878	1.2257695995	14.428835635	1.406008737	5.8701412575	3.508926487
GRMZM2G466560	0	1.225439648	2.4864083405	2.289021287	2.286224776	5.624595112
GRMZM2G359217	0	1.225109874	0	0	1.2828214235	0.381344391
GRMZM2G360523	1.0673358555	1.225099239	1.00583549	0	3.897031445	9.73305941
GRMZM2G110358	3.0575247235	1.2245180725	15.80949318	6.2579308565	3.9125212015	3.0310444725
GRMZM2G038623	2.985883819	1.2244508585	0	1.4044960865	2.499131407	6.3686059345
GRMZM2G355523	2.438258832	4.7512834725	10.0386025185	2.972175256	1.3383799245	1.6546116035
GRMZM2G163427	3.4740594715	2.67172559	10.5909283245	13.1349322985	4.516293463	3.159405125
GRMZM2G388539	0.375348788	1.222478059	1.1381338265	3.2566783025	4.243286131	4.734613285
GRMZM2G043226	0	3.1836330515	6.33365426	2.907798565	2.2113023115	3.705825147
GRMZM2G456491	1.056084643	1.221394302	0	0	0	0
GRMZM2G086934	2.3564663355	1.220600835	0.946993254	1.9057831315	7.2472931625	1.6478150965
GRMZM2G051793	1.277730267	4.8874412605	6.9961391825	4.369866874	5.8729345745	3.640823989
GRMZM2G475360	6.640312298	3.906039534	2.9005988935	6.073889551	9.624733843	9.0330675685
GRMZM2G089565	0.3812846465	1.2192568945	0.802500596	0	2.0802801625	3.629056332
GRMZM2G024851	0.4445354635	3.176812199	9.007716172	3.953658639	13.735863935	7.512865366
GRMZM2G136369	0.5843387195	1.21855147	2.850766606	2.9000153785	12.052965325	3.9265513145
GRMZM2G095206	1.6749079	1.2181813415	7.590780357	0	2.7666003285	6.71889585
GRMZM5G814549	1.0978701145	1.2172482065	1.0409578455	2.662156371	0.782865001	0.3755261765
GRMZM2G166032	0	1.2172276785	0	0	8.501512723	4.9315708685
AC210013.4_FG005	0.19366056	1.216737883	0	0	4.979538826	0
GRMZM5G822317	1.0966971765	1.2159477275	0	0	0	0
GRMZM2G433579	3.8127738645	1.21578774	2.09495061	1.9630254	0.4699294565	1.56545509
GRMZM2G106548	5.613549967	11.2772045895	6.434575175	1.107869121	1.3443216045	1.1326035925
GRMZM2G028335	3.6033132885	3.456123516	0	0	8.8296227165	0.7290723555
GRMZM2G030744	3.5757135665	6.0749191685	0.902819257	0	8.7301305745	6.480319911
GRMZM2G035517	3.841527916	8.1268289635	31.82744003	1.8947447205	7.52964662	4.6754949385
GRMZM2G178254	0.860892785	1.2133550885	2.949906496	1.303233897	16.008863235	6.3001677715
GRMZM2G410975	0	2.2420603725	0	0	20.59404138	19.198618445
GRMZM5G810061	1.427947446	1.2129180605	4.486241493	0	0.4588453615	0.620023428
GRMZM2G380177	0	2.1968044105	1.354388606	2.088928441	1.9865177955	2.2885243145
GRMZM2G040995	1.3106300415	2.685137987	2.908777696	1.4062890605	6.624355369	4.286356274
GRMZM2G023625	3.9887919515	2.184552175	3.41749383	5.51108321	11.444436235	6.101831081
GRMZM2G404702	4.236032717	4.106827684	0	1.3590143365	3.55500981	6.024912757
GRMZM2G145008	0.3642285145	1.21141586	0	0	0	0
GRMZM2G117064	6.6974241055	1.21100029	2.376411198	1.7028625505	1.8849532785	2.511340738
GRMZM2G058024	1.937338769	1.210773482	2.4565153145	0	3.450126225	3.063885751
GRMZM2G448161	2.043473109	2.861156349	3.6647632655	2.1575073605	1.799253831	0
GRMZM2G104081	0.5457249105	7.112853216	5.2315612645	4.561141375	13.4156940985	10.266084103
GRMZM2G061723	3.6234079795	1.209587175	5.0435896585	0	0.935065596	0.9337228125
GRMZM2G027958	17.76151881	1.2094867935	8.682386032	0	2.0308626795	0
GRMZM2G070264	0.327824777	1.208850311	2.408475023	0.445711811	2.783221972	5.0251246765
GRMZM2G070351	8.6389749835	3.149818574	13.51182444	0	3.100173334	3.091424823
GRMZM2G020721	7.478445468	2.8514548875	19.081603275	2.97699664	7.066509704	9.929724084
AC214602.3_FG012	0.803843819	2.6382505635	0	0	0.466617503	1.687818759
GRMZM2G010176	1.8620306405	13.3532172715	9.717549355	0	2.95093204	3.104588347
GRMZM2G062641	3.0366730125	1.206515193	6.824516337	0	5.00095774	9.610259239
GRMZM2G396246	6.342648027	8.9537207565	11.056529802	1.040939031	17.222334835	9.2194496555
GRMZM5G821551	4.2447530195	6.123482756	5.1707557265	3.96833369	15.283383485	9.896782363
GRMZM5G830983	5.055525636	1.205149451	1.7195033155	0	5.532753144	1.677623507
GRMZM2G165011	2.9363199025	1.2049126955	1.3011499495	6.5965657955	9.733160223	8.2781290115
GRMZM5G880028	0	1.2046891915	1.2221629665	1.0233022635	0	0
GRMZM2G077143	3.4628488915	1.204397261	4.3916574855	2.715869703	2.196218829	3.570346281
GRMZM2G422373	0.80195981	1.20438973	0	0	0	0
GRMZM2G137435	3.9890611685	1.204210532	1.560542664	1.7170034545	7.4837326305	7.107827721
GRMZM2G429213	0	1.2041096055	1.509126396	0.431916279	1.793337904	2.0281573095
GRMZM2G113726	5.2450680645	4.0411904845	3.3795627585	0	6.534011554	4.697411579
GRMZM2G060991	0	4.017619634	3.350878885	23.52810595	103.36903459	173.69890185
GRMZM2G097141	0	1.2032531495	1.0289896505	0	0	0.53075358
GRMZM2G363554	0.8020016605	1.2030941575	0	0	0	2.578736882
GRMZM2G093451	2.655132688	1.2028599295	0	0	0	0
GRMZM5G812774	1.631246452	1.2024586085	2.714522856	6.2099089355	25.031702825	13.30318104
GRMZM2G179532	0.502852324	3.133179279	4.832586591	0	8.0510841	8.4421769975
GRMZM2G037941	0.80115455	3.133179279	3.7292983255	4.45388758	3.986268296	5.574285286
GRMZM2G442489	7.254562858	1.2018237305	6.666704658	1.8231133975	8.0532465865	6.4511921925
GRMZM2G015709	2.4306939625	1.2018237305	1.0886031155	0	0.772944853	0.541402279
GRMZM2G309258	0	1.201426874	0.477346639	0	1.171976458	5.6087112155
GRMZM2G438524	0	1.200637737	1.3501789355	1.52979124	2.0683011325	1.4100040905
GRMZM2G052034	0	1.2006144365	2.2983586805	2.2952454765	42.188909525	47.030813455
GRMZM2G113129	1.3609886795	1.9712803645	6.5641721675	0	1.7018166675	1.642024168
GRMZM2G114748	4.4081151315	6.7470245645	4.8503567385	13.5577575765	4.197626956	7.6638790195
GRMZM2G148460	0	3.1249253825	1.025601249	4.6765810755	1.74543648	4.2291114055
AC233961.1_FG001	3.953281833	5.369154286	2.694319244	4.335607491	2.2696836655	1.603183955
GRMZM2G017865	1.6538805965	3.052327297	4.0607724005	4.030092968	8.718353881	14.91104821
GRMZM2G078200	3.9723471465	3.6642765945	5.5221060695	2.9232159525	12.873635976	7.2536237215
GRMZM2G102404	1.6252365965	3.9689754655	13.338309065	1.3741885395	14.69913956	8.9777853695
GRMZM2G468479	0	1.198002353	2.154954146	0	7.7737540025	8.0955598845
GRMZM2G023346	2.7703212245	4.6631278855	2.727173966	0.7631126465	0	0.3900750135
GRMZM2G017197	1.1189269175	2.159264015	5.72958636	0.5167724155	1.710901976	0.9505634825
GRMZM2G043600	0	1.197398288	3.8332519415	6.3797317195	23.46195241	21.41881054
GRMZM2G082034	0	1.196768741	0	0	7.0563757515	2.9043403395
GRMZM2G161382	0	1.196768741	0	0	0	0.6085426445
GRMZM2G181227	1.2637332695	1.196492621	4.9915711575	0	2.134229163	0
GRMZM2G051174	2.9988847045	14.511323911	2.976937452	4.5186890075	12.952488071	9.4846129855
GRMZM2G084940	1.91717017	3.2381834555	5.078056499	0	5.809749561	5.124217878
GRMZM2G144739	1.592720802	1.1959804925	3.879171421	3.1033401085	8.6502618865	11.0920462705
GRMZM2G028721	5.7303885615	1.195511631	3.1320941375	2.4029465215	15.184803081	9.129663248
GRMZM2G470499	1.890684995	1.194931586	3.5582236995	0	4.7004668755	1.7070699365
GRMZM2G145123	0	2.7460591455	7.525872428	27.119214515	85.047911815	113.63864515
GRMZM5G828987	0.827729813	1.194884066	0	4.6808523855	1.8346181605	0
GRMZM5G864693	10.6197901095	9.246458492	3.3514937575	6.41873985	22.81426265	10.799621375
GRMZM2G100107	5.0741911065	3.111809221	5.3962596855	2.611874299	10.4732134905	7.169674513
GRMZM2G076636	5.323509244	1.1941276955	8.439154463	1.73969083	3.282911022	7.200840514
GRMZM2G088020	1.5230970075	1.1936653925	0	0	0	0
