Gene_ID	Opaque2_endosperm	PbfRNAi_endosperm	PbfRNAi.opaque2_endosperm	Wildtype_endosperm
GRMZM2G050697	0.8554233333	2.71221	0.498152	2.4656033333
GRMZM2G050701	5.4383033333	3.3184366667	5.5427466667	3.6653033333
GRMZM2G050705	5.9349466667	6.9679533333	6.2960333333	5.5920833333
GRMZM2G050709	0	0.0093427	0	0
GRMZM2G050714	14.1275	8.4504933333	13.0168733333	7.4962466667
GRMZM2G050727	0	0	0	0
GRMZM2G050730	1.1308066667	4.88699	2.8571466667	1.746412
GRMZM2G050734	8.74317	11.5593666667	12.2653	8.6927233333
GRMZM2G050741	0.136693	0.0911068333	0.0673622	0.1808477
GRMZM2G050748	0	0	0	0
GRMZM2G050765	2.4292266667	2.7455466667	3.6205433333	1.8786633333
GRMZM2G050768	0	0	0	0
GRMZM2G050774	3.0866133333	4.60561	3.2637566667	3.0087466667
GRMZM2G050800	25.1079333333	17.9962	21.7959	14.3933
GRMZM2G050803	16.4844666667	14.7322333333	17.5235333333	15.2956333333
GRMZM2G050810	14.3268666667	8.2128233333	12.2649333333	6.7466366667
GRMZM2G050821	6.5010966667	3.67665	46.4483666667	4.9729833333
GRMZM2G050825	0.8732003333	0.7253406667	0.970414	0.5281133333
GRMZM2G050829	0.0193507	0.0084972667	0	0.0072202
GRMZM2G050833	45.7059	25.0270666667	44.4806666667	28.4996
GRMZM2G050842	0.909413	1.022237	0.7898683333	0.5818386667
GRMZM2G050845	3.8332166667	3.36892	3.5427233333	2.54171
GRMZM2G050851	216.8253333333	94.4867666667	273.806	68.0719666667
GRMZM2G050861	2.84231	2.53783	2.88402	2.7680566667
GRMZM2G050867	0.2408484333	0.2512203333	0.2172806667	0.189314
GRMZM2G050875	0	0	0	0
GRMZM2G050882	4.7789633333	5.08795	4.7422833333	5.0413566667
GRMZM2G050883	0	0	0	0
GRMZM2G050885	8.7481	5.1816566667	8.9229433333	6.03374
GRMZM2G050890	3.62027	2.92399	4.27694	2.0606666667
GRMZM2G050912	2.01049	1.8677933333	1.774059	2.0287033333
GRMZM2G050914	6.6087866667	7.28239	8.3341133333	6.1482433333
GRMZM2G050915	0	0	0	0
GRMZM2G050917	0	0	0	0
GRMZM2G050925	67.2621666667	43.9178	74.1938666667	27.9033333333
GRMZM2G050933	1.7062266667	1.4814233333	1.83457	1.6123666667
GRMZM2G050937	0.0232839333	0	0	0
GRMZM2G050939	5.61631	3.9292666667	4.5020166667	3.8975233333
GRMZM2G050952	0.458862	0.5664296667	0.2769013333	0.1859713333
GRMZM2G050959	0.0406293667	0	0	0.0382702
GRMZM2G050961	0.5850626667	5.1594566667	8.0157866667	0.3424313333
GRMZM2G050971	2.7838833333	2.83665	3.1675033333	2.7304566667
GRMZM2G050982	29.1785666667	11.1257366667	17.0420333333	21.0421333333
GRMZM2G050984	18.0447	23.0041333333	13.1825666667	21.1122
GRMZM2G050994	0.041849	0	0	0
GRMZM2G050997	1.4355463333	1.3988966667	7.19603	1.0552423333
GRMZM2G051002	0	0	0	0
GRMZM2G051004	29.3938	11.6703333333	28.0105666667	15.1699
GRMZM2G051005	1.0805473333	2.0810133333	1.8689866667	1.0551126667
GRMZM2G051009	1.8010033333	1.81367	1.8277833333	1.6123533333
GRMZM2G051012	0.0808986333	0	0.1357076667	0.1050074667
GRMZM2G051032	0	0.0412066667	0.0440529	0
GRMZM2G051042	0	0	0	0
GRMZM2G051043	8.0989133333	7.9246466667	10.2172533333	6.8746666667
GRMZM2G051045	0	0.316524	0	0
GRMZM2G051050	4.32961	2.3671766667	3.1146166667	2.9023066667
GRMZM2G051055	22.7031	23.1578	20.2364	20.9189333333
GRMZM2G051059	0.5698023333	0.5250323333	0.3508993333	0.170993
GRMZM2G051079	0.2368056667	0.6274293333	0.652094	0.3741343333
GRMZM2G051090	9.39578	9.7800266667	11.0974333333	7.16749
GRMZM2G051101	7.84114	5.0253666667	7.9142033333	6.57113
GRMZM2G051103	86.4905666667	48.7223	68.7972	29.2692333333
GRMZM2G051114	0	0	0	0
GRMZM2G051129	11.0529766667	7.91614	9.9370733333	7.3404866667
GRMZM2G051135	64.1831666667	11.2000633333	108.0036	22.5785333333
GRMZM2G051138	1.2700966667	1.4063933333	1.47341	0.876578
GRMZM2G051151	0.4640043333	0.5831586667	0.6132546667	0.2902013333
GRMZM2G051153	0.2427723333	0.2346593333	0.2613526667	0.178688
GRMZM2G051168	0	0	0	0
GRMZM2G051172	0	0	0	0
GRMZM2G051174	33.3286333333	22.0360333333	34.9494	15.1443666667
GRMZM2G051179	4.3046033333	2.3420033333	2.8492666667	2.4485266667
GRMZM2G051185	0.013099	0.3984174667	0	0.0722703
GRMZM2G051192	0	0.0203839333	0	0
GRMZM2G051197	0	0	0	0
GRMZM2G051208	32.7645666667	47.7854	41.8035333333	25.0653333333
GRMZM2G051219	22.0173666667	24.7772333333	22.4317	17.6596333333
GRMZM2G051247	84.5035333333	71.5783	89.7682333333	58.4281
GRMZM2G051256	3.8044166667	3.8075933333	7.1790933333	4.5073833333
GRMZM2G051262	10.59607	6.25757	14.0974666667	6.0874
GRMZM2G051270	12.3655666667	12.03428	23.7016	9.00682
GRMZM2G051276	8.20678	6.93385	10.1376833333	6.86931
GRMZM2G051288	10.50418	8.69081	11.0479633333	4.7143066667
GRMZM2G051289	0	0	0	0
GRMZM2G051311	23.5830333333	12.0016666667	18.5645333333	11.7763333333
GRMZM2G051327	5.3403	4.4099233333	9.3026233333	3.5908866667
GRMZM2G051330	0.4702546667	0.3797376667	0.216473	0.3812583333
GRMZM2G051338	0	0	0	0
GRMZM2G051339	0	0	0	0
GRMZM2G051355	1.8706133333	1.38684	0.9568353333	0.7580316667
GRMZM2G051367	57.5062666667	37.0921	69.5844	32.7204
GRMZM2G051374	19.4092	15.0484	21.9562666667	11.9477666667
GRMZM2G051403	1.76603	3.5714333333	1.8453943333	1.8394893333
GRMZM2G051406	0.1702793333	0.145273	0.118987	0.057159
GRMZM2G051417	0	0	0	0
GRMZM2G051427	0	0	0	0
GRMZM2G051456	0	0	0	0
GRMZM2G051458	27.2376	17.7319333333	29.8546666667	14.5643
GRMZM2G051460	0	0	0	0
GRMZM2G051466	0	0.0136956	0.0145020333	0
GRMZM2G051474	0.9416246667	0.818754	0.9467533333	0.882001
GRMZM2G051491	0.0177560667	0.0187723333	0	0
GRMZM2G051502	0.0159498933	0	0.0069894667	0
GRMZM2G051512	0	0	0	0
GRMZM2G051522	0.1477723333	0.0903468333	0.194495	0.0948503333
GRMZM2G051528	0.6509483333	0.4533726667	1.1413693333	0.487747
GRMZM2G051534	1.1578063333	1.26205	1.2137296667	0.9375093333
GRMZM2G051541	1.6444933333	1.1483343333	1.0011026667	1.4694433333
GRMZM2G051545	0	0	0	0
GRMZM2G051571	0.0098914	0.0374287333	0.0683133	0.0134033333
GRMZM2G051577	0.1848843333	0.1079199667	0.1389427667	0.2144376667
GRMZM2G051613	59.1531666667	60.0372	68.8933	46.6324
GRMZM2G051619	1.1529166667	1.3558103333	2.4991033333	0.793599
GRMZM2G051622	29.9184	21.4507	28.7223	19.5085333333
GRMZM2G051626	11.9025333333	13.7947666667	18.9717333333	7.2512133333
GRMZM2G051630	186.7756666667	85.4432	234.0103333333	79.8515333333
GRMZM2G051637	4.22936	4.19925	4.1959533333	3.8445466667
GRMZM2G051659	0	0	0	0
GRMZM2G051670	0	0.0114542667	0.0126525667	0.0124134667
GRMZM2G051675	1.8932266667	1.1819193333	3.0871433333	0.8205066667
GRMZM2G051677	19.9382	28.4002666667	21.5086666667	13.7124333333
GRMZM2G051683	0.690121	0.9312823333	0.8809776667	0.905801
GRMZM2G051689	3.05469	1.57168	3.0272133333	2.2139066667
GRMZM2G051697	0.2852853333	0.3181306667	0.3325116667	0.5464003333
GRMZM2G051709	0	0.0097520333	0	0.0108551333
GRMZM2G051720	4.2481533333	2.0959666667	2.0937633333	2.93553
GRMZM2G051738	0.509444	0.676636	1.0260133333	0.6138876667
GRMZM2G051745	0	0	0	0
GRMZM2G051750	22.7080666667	21.4606333333	33.1703333333	21.6324666667
GRMZM2G051752	0.0178683	0.273938	0.3021223333	0.0453016333
GRMZM2G051753	2.48365	2.2078866667	1.88221	1.9632633333
GRMZM2G051756	0	0	0	0
GRMZM2G051758	0	0	0	0
GRMZM2G051764	113.7093333333	87.5719	115.4363333333	91.4592333333
GRMZM2G051767	3.4977866667	4.5815933333	3.1552466667	2.5147333333
GRMZM2G051771	15.0025666667	15.5106	20.4636	13.1689666667
GRMZM2G051782	109.1185	143.838	134.0503333333	110.7376666667
GRMZM2G051785	0.8474286667	1.0354063333	1.166179	0.7229353333
GRMZM2G051787	4.06478	2.2825133333	4.1267733333	3.8355966667
GRMZM2G051790	10.3263933333	6.2411466667	5.3876733333	4.7579
GRMZM2G051792	56.9742666667	45.981	59.3201	49.6143333333
GRMZM2G051793	1.9020766667	1.7586233333	1.93167	1.3798333333
GRMZM2G051795	0.3826993333	0.3926793333	0.3311526667	0.2764673333
GRMZM2G051806	17.1505333333	28.0796333333	32.1526333333	15.7805666667
GRMZM2G051836	0	0.2292277333	0.0256622333	0
GRMZM2G051842	2.73744	9.0939966667	4.05439	7.05938
GRMZM2G051848	126.0776666667	96.4589666667	148.144	56.2711
GRMZM2G051852	0	0	0.0131084	0
GRMZM2G051855	0	0	0	0
GRMZM2G051866	0.2014296667	0.308587	0.2156806667	0.2959853333
GRMZM2G051879	214.6133333333	140.2513333333	262.475	133.2793333333
GRMZM2G051882	0.1058776667	2.8953233333	3.1606833333	0
GRMZM2G051890	28.7054	18.7772333333	29.9693666667	17.7655
GRMZM2G051891	0	0	0	0
GRMZM2G051894	0.5559626667	0.3175973333	0.4780296667	0.277109
GRMZM2G051896	3.1116333333	1.5641933333	3.0292333333	2.0463433333
GRMZM2G051898	0.022522	0.1023956	0.0317945	0.0274964333
GRMZM2G051912	0.0319842	1.7703356667	1.2030393333	0.1869960333
GRMZM2G051917	67.6133333333	41.8740666667	70.0920333333	39.877
GRMZM2G051921	0	0.0196382333	0.5659866667	0
GRMZM2G051932	12.3599466667	7.0073133333	10.9009266667	9.61465
GRMZM2G051942	0.0194654667	0	0	0
GRMZM2G051943	0.1022909333	1.257377	10.11026	0.155222
GRMZM2G051949	0	0.030871	0.0502601333	0.0096025667
GRMZM2G051952	0	0	0.0126564	0
GRMZM2G051955	1.60662	0.8937136667	2.05919	1.3243933333
GRMZM2G051958	0	0	0	0
GRMZM2G051974	0.7097046667	0.823083	0.478451	0.711992
GRMZM2G051984	0.0191115667	0.0918383667	0.0751082	0.0132573
GRMZM2G051995	1.052785	1.0849906667	1.2951966667	0.816963
GRMZM2G052006	0	0	0	0
GRMZM2G052009	0	0	0	0
GRMZM2G052011	0	0	0	0
GRMZM2G052034	1.9144533333	0.588564	1.80599	1.18162
GRMZM2G052036	0.780923	0.6712183333	0.835718	0.900652
GRMZM2G052045	0	0	0	0
GRMZM2G052067	0.0384755	0.0575774333	0.0403365667	0
GRMZM2G052076	0	0	0	0
GRMZM2G052078	22.1954333333	16.8908666667	30.1924333333	17.2989333333
GRMZM2G052088	64.9091333333	48.4112333333	81.5524	43.3847666667
GRMZM2G052093	0	0	0	0
GRMZM2G052100	0.0196219333	0.6640433333	25.0563	0
GRMZM2G052102	0	0	0	0
GRMZM2G052105	1.3603066667	1.4576	2.15697	1.2460266667
GRMZM2G052111	0.514896	0.0929369333	0.8108083333	0.9039763333
GRMZM2G052123	0	0	0	0
GRMZM2G052129	3.3309766667	2.33441	3.05649	2.7474966667
GRMZM2G052142	14.7669666667	21.1134666667	13.2017666667	14.1545
GRMZM2G052148	38.0693	24.0451	37.9658	21.8678
GRMZM2G052166	17.7944	16.1225666667	15.1483666667	15.4983666667
GRMZM2G052175	0	0	0	0
GRMZM2G052178	12.8239666667	11.0141733333	15.0287666667	7.3605366667
GRMZM2G052193	0	0	0.0244871333	0
GRMZM2G052200	13.9050666667	10.9910633333	17.1248666667	9.8853933333
GRMZM2G052206	1.7109766667	2.26228	2.2789266667	2.20895
GRMZM2G052213	0	0	0	0
GRMZM2G052233	0.283143	0.439313	0.2916993333	0.1472716
GRMZM2G052239	0	0.0452481667	0	0.0122489
GRMZM2G052241	0	0	0	0
GRMZM2G052255	7.2658233333	5.7489266667	6.5694366667	6.51675
GRMZM2G052266	23.0286333333	161.3596666667	33.2038733333	201.7086666667
GRMZM2G052268	3.5371133333	2.4945433333	3.7490866667	2.4924433333
GRMZM2G052277	0.1330537	0.0966257333	0.0941912667	0.1303088667
GRMZM2G052279	4.65213	0.2997476667	2.3260166667	3.22345
GRMZM2G052288	0.3625213333	0.4368261	0.879044	0.5500526667
GRMZM2G052296	0	0	0	0
GRMZM2G052323	0.450235	0.1562836667	0.1152696667	0.1769553333
GRMZM2G052328	9.8434933333	10.91876	10.6407033333	8.8813233333
GRMZM2G052336	0.5306106667	2.1794533333	0.986663	1.0677563333
GRMZM2G052339	1.38455	1.52644	2.1318466667	0.923178
GRMZM2G052341	13.5759333333	10.88083	8.5149833333	9.0382133333
GRMZM2G052344	3.56545	2.6394833333	5.85695	2.01547
GRMZM2G052352	0	0	0	0
GRMZM2G052357	0.1869507	0.0200037	0	0.1146516333
GRMZM2G052364	0.0129322333	0	0.0136574333	0
GRMZM2G052365	9.1953366667	9.1256833333	11.2896833333	8.5766766667
GRMZM2G052373	4.65201	3.2067066667	2.5088766667	2.1265266667
GRMZM2G052377	0	0	0	0
GRMZM2G052386	0	0	0	0
GRMZM2G052389	1.050196	1.6663166667	1.2103866667	1.4171043333
GRMZM2G052402	0	0	0	0
GRMZM2G052403	71.1284666667	47.3529666667	75.5841	44.5517666667
GRMZM2G052412	0.1399729667	0	0.0421196333	0.0588923333
GRMZM2G052416	17.0813	13.2637666667	18.9460666667	14.5552666667
GRMZM2G052418	8.5749033333	6.5326633333	8.0037833333	4.9308966667
GRMZM2G052422	0.8620196667	0.51023	0.1372544	0.377688
GRMZM2G052423	0.338163	0.3665723333	0.397456	0.3170126667
GRMZM2G052434	0.576638	0.3389676667	0.5069806667	0.375135
GRMZM2G052435	24.2869666667	19.0192333333	22.6283	12.4654333333
GRMZM2G052442	0	0	0	0
GRMZM2G052457	0	0	0	0
GRMZM2G052461	0	0	0	0
GRMZM2G052467	0	0.0364966667	0.1326842667	0
GRMZM2G052471	24.3408	22.1882333333	27.2954333333	14.4652
GRMZM2G052474	3.9512466667	2.5323566667	2.54607	4.61929
GRMZM2G052476	0.0107066333	0	0	0.0065525
GRMZM2G052479	0.3124716667	0.8074983333	0.627827	0.3060943333
GRMZM2G052483	0.1840053333	0.174977	0.0908705	0.1848736667
GRMZM2G052499	1.5423366667	0.323605	0.582593	1.2947323333
GRMZM2G052507	0.0778241667	0.1275103	0.1122704333	0.0736692667
GRMZM2G052509	0.9218136667	0.9917673333	1.177352	0.592809
GRMZM2G052515	9.4374633333	10.4388566667	15.5901	8.6222766667
GRMZM2G052544	0.0074342	0.0197547	0.0371478667	0.0181129
GRMZM2G052546	7.56845	7.0396833333	6.4418033333	4.90919
GRMZM2G052562	8.4350666667	6.48844	2.2320733333	8.4999866667
GRMZM2G052569	30.2794	19.1265	33.2972333333	18.1785333333
GRMZM2G052571	0.451864	0.706119	1.0750293333	0.313601
GRMZM2G052581	2.9173233333	2.1859166667	3.3089766667	2.2770833333
GRMZM2G052586	1.1840006667	0.6182073333	0.1734094	1.5640333333
GRMZM2G052606	0	0	0	0
GRMZM2G052610	0.187757	0.0529816	0.0357127	0
GRMZM2G052616	19.3529666667	15.27884	11.0403866667	17.6854
GRMZM2G052619	1.88945	2.01406	3.4667266667	1.5504486667
GRMZM2G052621	0	0	0	0
GRMZM2G052625	0	0	0	0
GRMZM2G052630	8.30437	10.3929333333	7.6614666667	4.2218166667
GRMZM2G052644	0.1462532667	0.0126741667	0.2519543333	0.0344215333
GRMZM2G052650	2.1296533333	1.3462603333	1.3775566667	1.1738166667
GRMZM2G052654	3.88706	4.2384566667	4.86078	2.7088266667
GRMZM2G052658	2.30955	14.4551333333	4.19874	7.2365333333
GRMZM2G052666	3.7992066667	8.0620633333	12.8747333333	2.70168
GRMZM2G052667	9.0735033333	13.0162333333	16.5700666667	4.2143733333
GRMZM2G052670	21.8944	9.7370366667	11.3514666667	12.6877
GRMZM2G052671	0.5714496667	0.5522743333	0.527861	0.409163
GRMZM2G052685	0.0070455667	0.0060845	0	0.0192440667
GRMZM2G052688	2.7657833333	1.3796666667	4.052	1.1964766667
GRMZM2G052696	0	0	0	0
GRMZM2G052699	6.0921733333	5.32463	9.4666	4.77791
GRMZM2G052701	0	0	0	0
GRMZM2G052713	2.4782933333	1.6620866667	2.8249033333	1.5706866667
GRMZM2G052720	9.1534966667	3.5087033333	10.07123	3.34835
GRMZM2G052728	0.0397672667	0.0086312667	0.0093563	0.0070621
GRMZM2G052740	5.9111366667	2.94579	5.1271266667	2.1833066667
GRMZM2G052750	3.9228866667	3.46503	3.1706666667	2.7710733333
GRMZM2G052776	0	0	0	0
GRMZM2G052796	0	0	0	0
GRMZM2G052812	7.2018633333	8.8996633333	8.5466633333	8.66873
GRMZM2G052816	0	0	0	0
GRMZM2G052817	0	2.62794	2.9065033333	0
GRMZM2G052821	4.3296466667	2.8389966667	3.0960033333	3.1052
GRMZM2G052823	3.1282333333	2.0096733333	1.48364	1.1494796667
GRMZM2G052825	0.255873	0.839967	0.9045113333	1.10529
GRMZM2G052844	28.7216	17.2931	26.5412	17.1948666667
GRMZM2G052855	15.5748666667	7.7749166667	13.5619	8.25362
GRMZM2G052869	1267.4966666667	648.6226666667	908.5143333333	695.965
GRMZM2G052875	19.7817	13.0707666667	19.7144	11.1180766667
GRMZM2G052880	5.14451	3.4753833333	5.5317166667	4.2280766667
GRMZM2G052884	1.3781483333	0.8370323333	0.855907	0.646973
GRMZM2G052890	0.557167	0.6313623333	0.3472213333	0.7573671
GRMZM2G052893	0.189409	0.1430924	0.0619036	0.2802346667
GRMZM2G052902	0.0556149667	0.2534396667	0	0.0488942333
GRMZM2G052908	8.6122033333	4.22922	10.32431	4.0590433333
GRMZM2G052920	0	0	0.1569256667	0
GRMZM2G052926	11.7676333333	8.7149166667	12.0321	7.1025533333
GRMZM2G052929	0	0	0	0
GRMZM2G052935	4.88553	5.73609	4.88234	3.88908
GRMZM2G052939	0.1898433333	0.0698266333	0.0935193333	0.0572761667
GRMZM2G052948	0.0160218	0.1340486667	0.0079623333	0
GRMZM2G052985	10.9457833333	9.3122833333	14.1543666667	8.2295033333
GRMZM2G052991	0.1681813333	0.1108226333	0.2716676667	0.345935
GRMZM2G053004	3.02482	2.2328	3.82588	2.0096433333
GRMZM2G053008	1.7715466667	2.3439633333	1.9807066667	1.2388063333
GRMZM2G053016	0	0	0	0
GRMZM2G053019	33.2737	28.5549	32.8770666667	17.1484
GRMZM2G053023	35.3655666667	19.1809333333	35.7609666667	19.6466
GRMZM2G053027	10.6723	6.1567533333	9.8721833333	8.19662
GRMZM2G053037	0	0	0	0
GRMZM2G053047	3.2903566667	2.64793	4.0849633333	2.0880666667
GRMZM2G053066	9.52211	6.51996	11.8402666667	6.6374466667
GRMZM2G053071	0	0	0	0
GRMZM2G053079	6.4920533333	14.0132666667	16.3568333333	6.2440733333
GRMZM2G053083	10.4696333333	8.2671033333	9.5599733333	6.5062
GRMZM2G053111	0	0	0	0
GRMZM2G053117	0.9684066667	0.7308846667	0.7338193333	0.397272
GRMZM2G053120	3850.4133333333	5175.9533333333	2942.4666666667	5586.5266666667
GRMZM2G053126	0	0	0	0
GRMZM2G053140	36.8515	30.9832666667	36.7373666667	33.4362333333
GRMZM2G053170	0.9814453333	1.399252	1.4157166667	0.9851363333
GRMZM2G053177	21.0847	15.7005	12.80985	11.2040766667
GRMZM2G053196	0.2252806667	0.2604466667	0.2414983333	0.1987113333
GRMZM2G053199	72.6094	48.5662666667	88.585	42.0085333333
GRMZM2G053206	41.4125	42.6098	40.8817333333	46.6945666667
GRMZM2G053210	5.8545466667	4.1729766667	6.0876	4.36656
GRMZM2G053223	0.1674290333	0.2839706667	0.202768	0.1722516667
GRMZM2G053231	0	0	0	0
GRMZM2G053236	6.5806	8.3816666667	15.1456	6.4419666667
GRMZM2G053239	12.6035	9.4535966667	12.3945	8.7265466667
GRMZM2G053261	15.1042666667	12.2877	16.4305	8.9010033333
GRMZM2G053273	7.5737933333	14.0758333333	20.4953333333	9.00101
GRMZM2G053284	0	0.0175697667	0.0176912667	0
GRMZM2G053292	0	0	0	0
GRMZM2G053298	0.1585518333	0.1313445	0.0981681	0.2753086667
GRMZM2G053299	86.3733666667	89.5720666667	88.1265666667	89.4217333333
GRMZM2G053303	2.0509366667	0.7414513333	1.5265566667	0.9282916667
GRMZM2G053307	0	0	0	0
GRMZM2G053311	0	0	0	0
GRMZM2G053315	0.0555905333	0.0173952	0.1153548333	0.0448207667
GRMZM2G053317	0	0	0	0
GRMZM2G053319	27.7599	16.9494333333	34.5384333333	15.8555
GRMZM2G053322	2.30256	2.8159333333	2.1870566667	2.02845
GRMZM2G053338	3.6228433333	2.55794	1.2206283333	5.50027
GRMZM2G053378	0	0	0	0
GRMZM2G053384	1.3809766667	0.6827066667	0.798967	0.722014
GRMZM2G053387	0	0	0	0
GRMZM2G053394	0	0	0	0
GRMZM2G053396	1.38931	2.1273	3.21644	1.22988
GRMZM2G053397	3.9976233333	4.4465933333	4.13051	3.4165333333
GRMZM2G053420	0	0	0	0
GRMZM2G053434	9.5095133333	2.56785	6.5374533333	4.5197533333
GRMZM2G053458	1204.9733333333	841.21	1016.4326666667	850.156
GRMZM2G053466	0.0612911667	0.1137505667	0.069962	0.0809396
GRMZM2G053480	0	0.0084557667	0.0169183333	0.0185861667
GRMZM2G053485	0.2327766667	0	0	0.135427
GRMZM2G053493	0	0	0	0
GRMZM2G053500	11.4949266667	7.00003	11.1614333333	7.81438
GRMZM2G053503	6.6285066667	4.55619	11.2786133333	6.67084
GRMZM2G053507	1.6627833333	0.39403	0.4923453333	1.0015806667
GRMZM2G053511	0.0187753	0.1228108667	0.0713610667	0.1116637333
GRMZM2G053514	7.9982933333	5.9615166667	6.5478133333	4.5729033333
GRMZM2G053531	18.4043	11.6535266667	12.4687	13.1041
GRMZM2G053554	8.9753833333	5.9201033333	8.7031266667	5.5224266667
GRMZM2G053557	6.53084	7.41449	6.62113	6.41068
GRMZM2G053574	22.5852	12.9874333333	23.2793666667	14.6567666667
GRMZM2G053588	8.6859733333	7.29463	8.5969733333	5.7963433333
GRMZM2G053600	7.4767266667	6.4780366667	13.1058333333	5.7607433333
GRMZM2G053610	3.6116466667	5.4289533333	6.57691	4.8718466667
GRMZM2G053622	0.1845613333	0.0288938667	0.1690763333	0.197696
GRMZM2G053627	0.5535973333	0.3306876667	0.3524163333	0.4212063333
GRMZM2G053631	1.24147	1.096748	0.9264096667	1.0733563333
GRMZM2G053637	0	0	0	0.017663
GRMZM2G053639	0	0	0	0
GRMZM2G053642	0.2816736667	0	0	0.2431556667
GRMZM2G053652	172.7723333333	173.0573333333	196.981	104.4746666667
GRMZM2G053653	0	0	0	0
GRMZM2G053669	0.1806783333	0.47618	1.3741606667	0.2648803333
GRMZM2G053676	10.1819	2.8581	7.7890433333	7.8484933333
GRMZM2G053690	0	0	0	0
GRMZM2G053692	5.7956533333	3.4823233333	6.46461	2.3163033333
GRMZM2G053707	11.8382333333	8.45322	24.7831	9.3574333333
GRMZM2G053711	0.0054141333	0	0	0
GRMZM2G053713	8.23767	5.34689	6.4276366667	6.3086466667
GRMZM2G053720	2.3574966667	29.8826666667	22.7121666667	11.9723366667
GRMZM2G053722	0.2172004333	1.594018	0.4952006667	0.224373
GRMZM2G053726	1.1771166667	2.7124666667	2.1257366667	1.36275
GRMZM2G053742	0.7290636667	0.5563943333	0.3830856667	0.848416
GRMZM2G053749	0.0249303333	0.0289086	0	0
GRMZM2G053757	0	0	0	0
GRMZM2G053764	8.33009	6.3169566667	9.28061	5.4200266667
GRMZM2G053766	7.0564333333	6.6833266667	6.9186966667	4.6183366667
GRMZM2G053767	7.15523	5.8763966667	7.8941933333	4.89523
GRMZM2G053779	0.1851046667	0.0491155	0.1375793333	0.1533416667
GRMZM2G053781	106.6883	67.7370666667	107.6226666667	69.9536666667
GRMZM2G053790	7.0317333333	3.23305	0.0488879667	4.2334533333
GRMZM2G053801	28.1214333333	18.3585666667	22.2156	14.3489
GRMZM2G053803	31.1493	22.1349333333	31.2846333333	18.7782
GRMZM2G053830	0	0	0	0
GRMZM2G053831	4.5180366667	4.25157	4.3140266667	3.26606
GRMZM2G053833	0.1374486667	0	0.1246515667	0.0258724333
GRMZM2G053839	0	0	0	0
GRMZM2G053868	0	0	0	0
GRMZM2G053869	0.1438	0.179124	0.195523	0.1926993333
GRMZM2G053882	0.2108153333	0.3401493333	0.3306643333	0.2770316667
GRMZM2G053890	0.0506663333	0	0	0
GRMZM2G053898	30.6276	16.8335666667	24.8073666667	17.6393666667
GRMZM2G053908	3.0425466667	2.0843666667	3.97477	1.3826366667
GRMZM2G053909	0.919536	0.854451	2.1086166667	1.0865843333
GRMZM2G053914	0	0	0	0
GRMZM2G053916	13.3068666667	23.0681666667	8.6444033333	16.4029333333
GRMZM2G053921	9.8427566667	4.9421933333	7.3199833333	7.47118
GRMZM2G053925	1.8154366667	0.6517066667	1.1800333333	1.1900466667
GRMZM2G053927	0.207717	0.5925533333	0.176476	0.2037963333
GRMZM2G053929	0	0	0	0
GRMZM2G053934	6.6348333333	6.4604666667	5.83154	4.1492766667
GRMZM2G053939	31.4198666667	21.7586	37.9541	14.8982
GRMZM2G053946	7.03799	2.4174133333	3.9909633333	3.53851
GRMZM2G053952	0	0	0	0
GRMZM2G053955	0.1128907667	0.4205923333	0.2105506	0.2990783333
GRMZM2G053958	0.306934	0.5379326667	0.3732476667	0.341155
GRMZM2G053977	0	0.0230891333	0	0
GRMZM2G053980	1.3976613333	1.3298466667	1.2071466667	0.755561
GRMZM2G053985	0	0	0.0307146333	0
GRMZM2G053987	0.2307286667	0.491338	0.6591276667	0.165372
GRMZM2G053991	0.7037023333	0.8763256667	0.9606153333	1.105946
GRMZM2G053999	38.3000333333	27.7764333333	44.6199333333	18.7353333333
GRMZM2G054007	0	0	0	0.0442653333
GRMZM2G054012	17.2318333333	17.5822	23.1750666667	9.0632266667
GRMZM2G054013	0.0437065667	0.228656	0.2064273333	0.0177659667
GRMZM2G054020	6.2988466667	4.35625	6.8712666667	3.6492166667
GRMZM2G054023	0	0	0.0131712333	0.0122165
GRMZM2G054028	1.7359966667	1.195044	1.8397533333	1.48031
GRMZM2G054032	0.7977593333	0.1363066333	0.535951	0.4631373333
GRMZM2G054040	1.3367166667	1.4011346667	1.4189113333	0.7535926667
GRMZM2G054046	0.1608106667	0.0348723333	0.0392946667	0.0393226667
GRMZM2G054048	0.2964256667	0.312605	0.1334450667	0.1335115
GRMZM2G054050	0.1111506	0.0893842333	0.0985642333	0.0707415
GRMZM2G054056	2.88563	2.77455	3.0235433333	2.87751
GRMZM2G054065	1.6244933333	0.952178	1.91264	0.6831576667
GRMZM2G054070	2.2168333333	1.6459833333	2.2334866667	1.36872
GRMZM2G054076	2.0281	4.0956433333	5.16258	2.0945766667
GRMZM2G054093	0.4224153333	0.463025	0.390582	0.4064093333
GRMZM2G054109	12.5018	4.7332166667	6.28924	9.3919033333
GRMZM2G054111	0	0	0	0
GRMZM2G054115	0.0058574667	0.1342997667	0.1050835333	0.073469
GRMZM2G054120	0	0	0	0
GRMZM2G054123	7.8850866667	14.6086333333	7.7903866667	8.6078566667
GRMZM2G054125	0	0	0.0293751	0
GRMZM2G054130	0	0	0	0
GRMZM2G054133	0.0102634667	0	0	0
