Gene_ID	Maternal.transfer.zone_8DAP	Maternal.transfer.zone_14DAP	Maternal.transfer.zone_20DAP	Basal.endosperm.transfer.layer_8DAP	Basal.endosperm.transfer.layer_14DAP	Basal.endosperm.transfer.layer_20DAP
GRMZM2G067315	14.440115696280488	13.51927126895881	11.569921301425115	9.617588572760626	9.589880555919065	6.488418981032796
GRMZM2G406552	10.431104577835756	13.32299253644114	13.520404835991943	16.007266429700383	17.012192510182512	17.69890908223482
GRMZM2G003762	11.172719732308263	12.652269620718803	11.25899218486815	9.915977212047006	10.339164558820892	8.906475530852639
GRMZM2G031317	11.287759047093836	12.807303035225369	12.930477117079665	8.048552260517651	9.1789295756968	8.296701190992593
GRMZM2G092125	12.50409263387239	12.6430196101889	12.976477089943314	11.277357547872832	9.820858672229381	9.195239297014325
GRMZM2G044174	9.7956208657122	12.356849439986116	12.65611517631111	7.124772990271909	9.379306363635967	8.26041236885092
GRMZM2G150091	15.7076355841669	12.417263608107433	8.725219455652613	15.133257491919093	10.455499292528556	6.14794815630558
GRMZM2G312877	9.642698518267476	11.821889930138948	10.498266287345851	8.188803605352206	9.319206225237759	7.178620640377261
GRMZM2G026980	9.573293235174766	11.727964189208965	10.136844697370002	7.22032940346848	8.752264991802846	7.347785760889495
GRMZM2G472248	9.762899036871067	11.801815698506292	11.061734375967138	9.21268257288496	9.515449374637953	8.701992857029564
GRMZM2G015605	11.277290569173356	11.710961015657167	11.258327760194783	10.685174818628097	10.749513890379697	11.426891623611597
GRMZM2G118037	10.946513881497683	11.426130149746127	10.909628210565852	9.919127773706366	10.463869140274403	11.155503425402847
GRMZM2G080603	13.149895101264056	11.467796147716182	10.22522084779823	12.52200463189191	11.733308433003502	11.300098433987952
GRMZM2G086294	4.208497219174555	11.359740948593009	8.2921893792347	0.0	10.620139895329983	8.829085335609122
GRMZM5G872141	9.565592172030215	11.421354902846103	11.12803734172025	7.562039959444233	8.044878977133624	6.948185053842038
GRMZM2G028129	11.160395558078346	11.204853182815755	9.705024165629343	10.151166726794257	9.166062397225266	7.081921992798602
GRMZM2G368827	11.999211863874653	11.285407392556221	10.440556871292971	12.636184033548384	8.984916287688856	7.611346201706969
GRMZM2G060429	4.494469303704282	11.182224825225205	6.649067713734265	4.738611123780305	9.58128401898523	7.9333540824418005
GRMZM2G098298	11.332498110351155	11.18807207765114	11.381970744976721	10.935687700143172	8.572380978359647	8.074792285897594
GRMZM2G087413	7.581879677926804	10.969196397586266	11.057809308762646	12.740414197413738	13.793882798273653	14.616214444657603
GRMZM2G165901	10.873126412392477	11.083796332382201	10.070284685097757	10.106710107461167	10.812294234498689	10.43568785806293
GRMZM2G364748	8.153266695412459	10.993724190910548	9.502074656541309	8.016660248439742	8.46608872766873	7.112064123175223
GRMZM2G161154	10.543876411622277	10.950871224858433	11.200383583760216	8.763888539783512	10.288669663987593	10.708577318301584
GRMZM2G013461	10.200951125168658	10.918017113849931	10.46359122357444	9.742334892815574	9.171787228794248	8.738600316908473
GRMZM2G056431	10.02898299884753	10.804803563726317	10.51337409976424	8.248754363790603	8.02173141559671	7.359425569298993
GRMZM2G122437	5.739503594101176	10.821611740196778	7.364571561688665	8.31369754241758	10.614325963019303	10.169094659980738
GRMZM5G851654	11.253206966117267	10.771425990760294	9.729345018184327	9.995805168146608	9.693233337907825	9.366796425028308
GRMZM5G897740	6.943405445659396	10.780124116699266	11.25768351537145	12.14164985289625	14.124183235453943	14.978062599308656
GRMZM2G175976	8.564225341542732	10.740557879679129	12.237489388772254	12.727620494547466	13.781701177369095	15.166155077526298
GRMZM2G148925	10.67973290086414	10.676923855158485	10.134698731800077	10.393676215230387	9.157686441143566	9.137358811259507
GRMZM2G382673	10.118210074299602	10.555975267993942	11.214611872271439	8.920025976792855	10.206451885381169	10.945251920299064
GRMZM2G326111	10.643096975106914	10.482165477666626	11.469716856032777	10.988290431041337	10.737941706368778	10.811769932588149
GRMZM2G378106	8.267211432142302	10.412988951283287	8.956926247895804	9.076922705166602	8.494176702056404	6.641135840353291
GRMZM2G100018	3.261656940239991	10.497836504493407	7.210054429897941	3.6922075302658732	9.0142209205391	7.393026864494081
GRMZM2G360339	10.972463223847129	10.541485043551852	10.415496032951237	8.621083552784274	11.078226020766754	10.463524689499273
GRMZM2G129019	6.892490961264977	10.365732949180764	10.444783790208998	3.360983939704904	7.18098688197891	6.02886772071925
GRMZM2G102471	10.166842228723192	10.222057526872426	10.87500947225085	10.007948684720853	10.873131294474883	11.613354836846286
GRMZM2G073465	10.030845916600132	10.2200982459512	9.27745581558753	9.618727605633556	7.63715350983529	5.381753946970139
GRMZM2G077845	9.956216060405152	10.345138569668151	9.644508429823183	9.669730697262736	10.826992377014342	10.981618313661894
AF546188.1_FG005	1.5827847209304349	10.200436158813261	6.211507483642386	0.0	8.328683130473115	6.405174533498271
GRMZM2G069528	9.32694830381415	10.063474762168871	10.119252572350131	7.2520922640555305	7.704386540453664	6.546599243864398
GRMZM2G093032	8.178638401271947	10.157524112573645	10.613429641659462	6.876224576585687	7.168140641697134	6.132027347489508
GRMZM2G171430	10.351859782319695	10.36220937345073	10.974624223547004	9.17130581223811	9.771140544527116	10.28308974824606
GRMZM2G369839	9.23774002701963	10.164180581283917	11.90095149478767	8.938533522224853	8.77897977619309	9.228815570904931
GRMZM2G430807	8.666460405371813	10.181292728262406	8.583301603980678	2.80170367245343	5.092781491926946	2.4590140963173766
GRMZM2G088511	10.45596674372777	10.233840486265022	11.296449670187087	8.938773136298092	10.073069198104312	10.002201566152769
GRMZM2G138727	3.024497178016314	10.0598519602079	6.076277421554252	4.891500996952662	9.245582305681033	7.154557263420211
GRMZM2G007276	8.71300487360098	10.340588099316156	10.259812618469885	6.729145936175527	9.516650167334731	8.913655260816316
GRMZM2G046532	7.659888916104077	10.056483984718351	9.004696166091088	12.156956496615784	13.5136662148556	13.120672743924114
GRMZM2G700791	7.08810997066303	10.18049441752933	10.236985030411397	12.021682834319545	12.390953269807326	9.846054342552522
AC231745.1_FG003	9.762894068280694	10.124490697886017	10.829241954545699	6.29700999818291	7.424575354352543	7.433230388916088
GRMZM2G087094	9.224273018289416	10.055412039693552	10.251540255140767	8.545076695202633	7.4705557621101395	5.92603787678159
GRMZM2G177828	9.97041506557698	9.93249309556044	9.866152922116742	8.683815191958198	10.026261220831879	10.234897004628934
GRMZM2G132000	9.842677443637713	10.162438938166579	9.773865629743202	8.575729803864599	8.995503658485914	9.623151131248958
GRMZM2G006704	9.853640880777013	10.167503567785177	10.548669921005672	7.5850893380956546	10.056492121685128	9.450548039562417
GRMZM5G815009	10.248127963535817	10.029689998806862	9.871983548161573	8.659479688690572	8.169688848754333	8.025014775114101
GRMZM2G042008	9.330690714692377	10.037155712990007	10.378574922927724	9.85919727056304	9.976988421564277	9.957358912969205
GRMZM5G800112	9.909302639821052	10.020278132453663	9.732023702330522	8.78156004569166	9.129865199391102	9.251710869623118
GRMZM2G080466	9.336002970131908	9.831446787709245	8.893170873813897	8.183499327054967	7.795287322006709	7.29383358676999
GRMZM2G134054	7.850950385805961	10.002174080427508	7.464528066235388	8.637324258555504	8.157559290254703	5.96233417839148
GRMZM2G072219	7.961935996874645	9.570903228599729	9.27349866365078	12.966166120915002	11.915657520719572	11.513590768539329
GRMZM2G053720	8.258893291866535	9.869833340038584	8.319348400306806	6.7523217285948505	7.744258674709474	6.077499618457842
GRMZM2G066546	7.89644094014838	10.095045490267422	10.310028341133089	12.44354302986212	13.144458776294718	12.617470035924683
AF546188.1_FG007	0.0	9.952816542765866	7.939486935883573	0.0	8.244925984399584	6.837532204420261
GRMZM2G052869	8.164762916656665	9.954444259778642	9.614168712773	7.632762583244613	11.774998727866912	11.798275561383935
GRMZM2G073535	9.873895500161336	9.737054253477295	8.963010816309193	7.855348269071493	8.513585783507112	8.195297881777108
GRMZM2G096695	9.234618157464682	9.961548294025485	10.033631789554201	8.022766638660693	9.134352636669067	8.337977023489247
GRMZM2G181371	9.39065723400404	9.89903422348193	8.629691607398025	7.2054659596880875	8.068757803660173	5.536030505490605
GRMZM2G003789	9.70419562216418	10.009908368842884	9.936667819851698	9.88307693707359	7.329509638720259	6.54955427469556
GRMZM2G121700	10.168405173546292	9.811753400301882	10.389588284145752	10.035052012336243	7.9964508873225135	8.079367565826377
GRMZM2G154007	7.658868961521286	9.66729001219825	8.304654283647489	6.439228020782348	6.974848734955224	5.041876502046684
GRMZM2G092146	5.588948290538044	9.953181110033146	5.982563524642199	3.573421397881711	6.518320591617992	2.329014757569148
GRMZM2G097059	8.85339737761003	9.747758493579877	10.183388674414378	6.707159142878064	6.828664949590491	6.609306783632984
